Year,Quarter,Month,Day,Median of FILEDISP_DAYS,PRETRIAL
2019,Qtr 3,July,8,107,Detained
2019,Qtr 3,July,8,228,ROR/Bonded
2019,Qtr 3,July,9,118,Detained
2019,Qtr 3,July,9,158,ROR/Bonded
2019,Qtr 3,July,10,92,Detained
2019,Qtr 3,July,10,263,ROR/Bonded
2019,Qtr 3,July,11,54,Detained
2019,Qtr 3,July,11,304,ROR/Bonded
2019,Qtr 3,July,12,204,Detained
2019,Qtr 3,July,12,197,ROR/Bonded
2019,Qtr 3,July,15,166,Detained
2019,Qtr 3,July,15,165,ROR/Bonded
2019,Qtr 3,July,16,64,Detained
2019,Qtr 3,July,16,201,ROR/Bonded
2019,Qtr 3,July,17,65,Detained
2019,Qtr 3,July,17,477,ROR/Bonded
2019,Qtr 3,July,18,58,Detained
2019,Qtr 3,July,18,227,ROR/Bonded
2019,Qtr 3,July,19,94,Detained
2019,Qtr 3,July,19,2040,ROR/Bonded
2019,Qtr 3,July,22,113,Detained
2019,Qtr 3,July,22,131,ROR/Bonded
2019,Qtr 3,July,23,112,Detained
2019,Qtr 3,July,23,255,ROR/Bonded
2019,Qtr 3,July,24,61,Detained
2019,Qtr 3,July,24,162,ROR/Bonded
2019,Qtr 3,July,25,121,Detained
2019,Qtr 3,July,25,158,ROR/Bonded
2019,Qtr 3,July,26,157,Detained
2019,Qtr 3,July,29,59,Detained
2019,Qtr 3,July,29,214,ROR/Bonded
2019,Qtr 3,July,30,103,Detained
2019,Qtr 3,July,30,320,ROR/Bonded
2019,Qtr 3,July,31,119,Detained
2019,Qtr 3,July,31,217,ROR/Bonded
2019,Qtr 3,August,1,103,Detained
2019,Qtr 3,August,1,283,ROR/Bonded
2019,Qtr 3,August,2,115,Detained
2019,Qtr 3,August,2,202,ROR/Bonded
2019,Qtr 3,August,5,123,Detained
2019,Qtr 3,August,5,118,ROR/Bonded
2019,Qtr 3,August,6,89,Detained
2019,Qtr 3,August,6,231,ROR/Bonded
2019,Qtr 3,August,7,78,Detained
2019,Qtr 3,August,7,230,ROR/Bonded
2019,Qtr 3,August,8,59,Detained
2019,Qtr 3,August,8,218,ROR/Bonded
2019,Qtr 3,August,9,60,Detained
2019,Qtr 3,August,9,366,ROR/Bonded
2019,Qtr 3,August,12,103,Detained
2019,Qtr 3,August,12,167,ROR/Bonded
2019,Qtr 3,August,13,76,Detained
2019,Qtr 3,August,13,140,ROR/Bonded
2019,Qtr 3,August,14,78,Detained
2019,Qtr 3,August,14,83,ROR/Bonded
2019,Qtr 3,August,15,78,Detained
2019,Qtr 3,August,15,2334,ROR/Bonded
2019,Qtr 3,August,16,44,Detained
2019,Qtr 3,August,16,198,ROR/Bonded
2019,Qtr 3,August,19,117,Detained
2019,Qtr 3,August,19,208,ROR/Bonded
2019,Qtr 3,August,20,87,Detained
2019,Qtr 3,August,20,175,ROR/Bonded
2019,Qtr 3,August,21,79,Detained
2019,Qtr 3,August,21,135,ROR/Bonded
2019,Qtr 3,August,22,95,Detained
2019,Qtr 3,August,22,228,ROR/Bonded
2019,Qtr 3,August,23,97,Detained
2019,Qtr 3,August,23,423,ROR/Bonded
2019,Qtr 3,August,26,71,Detained
2019,Qtr 3,August,26,253,ROR/Bonded
2019,Qtr 3,August,27,153,Detained
2019,Qtr 3,August,27,265,ROR/Bonded
2019,Qtr 3,August,28,90,Detained
2019,Qtr 3,August,28,116,ROR/Bonded
2019,Qtr 3,August,29,86,Detained
2019,Qtr 3,August,29,160,ROR/Bonded
2019,Qtr 3,August,30,102,Detained
2019,Qtr 3,August,30,143,ROR/Bonded
2019,Qtr 3,September,3,122,Detained
2019,Qtr 3,September,3,184,ROR/Bonded
2019,Qtr 3,September,4,61,Detained
2019,Qtr 3,September,4,399,ROR/Bonded
2019,Qtr 3,September,5,86,Detained
2019,Qtr 3,September,5,511,ROR/Bonded
2019,Qtr 3,September,6,115,Detained
2019,Qtr 3,September,6,247,ROR/Bonded
2019,Qtr 3,September,9,99,Detained
2019,Qtr 3,September,9,214,ROR/Bonded
2019,Qtr 3,September,10,92,Detained
2019,Qtr 3,September,10,595,ROR/Bonded
2019,Qtr 3,September,11,85,Detained
2019,Qtr 3,September,11,88,ROR/Bonded
2019,Qtr 3,September,12,122,Detained
2019,Qtr 3,September,12,555,ROR/Bonded
2019,Qtr 3,September,13,154,Detained
2019,Qtr 3,September,13,298,ROR/Bonded
2019,Qtr 3,September,16,161,Detained
2019,Qtr 3,September,16,159,ROR/Bonded
2019,Qtr 3,September,17,94,Detained
2019,Qtr 3,September,17,169,ROR/Bonded
2019,Qtr 3,September,18,107,Detained
2019,Qtr 3,September,18,214,ROR/Bonded
2019,Qtr 3,September,19,42,Detained
2019,Qtr 3,September,19,563,ROR/Bonded
2019,Qtr 3,September,20,105,Detained
2019,Qtr 3,September,20,169,ROR/Bonded
2019,Qtr 3,September,23,82,Detained
2019,Qtr 3,September,23,230,ROR/Bonded
2019,Qtr 3,September,24,179,Detained
2019,Qtr 3,September,24,80,ROR/Bonded
2019,Qtr 3,September,25,151,Detained
2019,Qtr 3,September,25,260,ROR/Bonded
2019,Qtr 3,September,26,316,Detained
2019,Qtr 3,September,26,146,ROR/Bonded
2019,Qtr 3,September,27,105,Detained
2019,Qtr 3,September,30,37,Detained
2019,Qtr 3,September,30,200,ROR/Bonded
2019,Qtr 4,October,1,91,Detained
2019,Qtr 4,October,1,219,ROR/Bonded
2019,Qtr 4,October,2,67,Detained
2019,Qtr 4,October,2,137,ROR/Bonded
2019,Qtr 4,October,3,118,Detained
2019,Qtr 4,October,3,149,ROR/Bonded
2019,Qtr 4,October,4,98,Detained
2019,Qtr 4,October,4,171,ROR/Bonded
2019,Qtr 4,October,7,63,Detained
2019,Qtr 4,October,7,103,ROR/Bonded
2019,Qtr 4,October,8,112,Detained
2019,Qtr 4,October,8,272,ROR/Bonded
2019,Qtr 4,October,9,112,Detained
2019,Qtr 4,October,9,398,ROR/Bonded
2019,Qtr 4,October,10,216,Detained
2019,Qtr 4,October,10,120,ROR/Bonded
2019,Qtr 4,October,11,37,Detained
2019,Qtr 4,October,11,233,ROR/Bonded
2019,Qtr 4,October,15,222,Detained
2019,Qtr 4,October,15,265,ROR/Bonded
2019,Qtr 4,October,16,134,Detained
2019,Qtr 4,October,16,184,ROR/Bonded
2019,Qtr 4,October,17,136,Detained
2019,Qtr 4,October,17,322,ROR/Bonded
2019,Qtr 4,October,18,81,Detained
2019,Qtr 4,October,18,334,ROR/Bonded
2019,Qtr 4,October,21,91,Detained
2019,Qtr 4,October,21,178,ROR/Bonded
2019,Qtr 4,October,22,132,Detained
2019,Qtr 4,October,22,201,ROR/Bonded
2019,Qtr 4,October,23,121,Detained
2019,Qtr 4,October,23,117,ROR/Bonded
2019,Qtr 4,October,24,86,Detained
2019,Qtr 4,October,24,143,ROR/Bonded
2019,Qtr 4,October,25,157,Detained
2019,Qtr 4,October,25,206,ROR/Bonded
2019,Qtr 4,October,28,130,Detained
2019,Qtr 4,October,28,312,ROR/Bonded
2019,Qtr 4,October,29,174,Detained
2019,Qtr 4,October,29,568,ROR/Bonded
2019,Qtr 4,October,30,105,Detained
2019,Qtr 4,October,30,195,ROR/Bonded
2019,Qtr 4,October,31,106,Detained
2019,Qtr 4,October,31,195,ROR/Bonded
2019,Qtr 4,November,1,151,Detained
2019,Qtr 4,November,1,305,ROR/Bonded
2019,Qtr 4,November,4,113,Detained
2019,Qtr 4,November,4,158,ROR/Bonded
2019,Qtr 4,November,5,111,Detained
2019,Qtr 4,November,5,196,ROR/Bonded
2019,Qtr 4,November,6,79,Detained
2019,Qtr 4,November,6,114,ROR/Bonded
2019,Qtr 4,November,7,134,Detained
2019,Qtr 4,November,7,120,ROR/Bonded
2019,Qtr 4,November,8,74,Detained
2019,Qtr 4,November,8,149,ROR/Bonded
2019,Qtr 4,November,12,31,Detained
2019,Qtr 4,November,12,235,ROR/Bonded
2019,Qtr 4,November,13,62,Detained
2019,Qtr 4,November,13,85,ROR/Bonded
2019,Qtr 4,November,14,96,Detained
2019,Qtr 4,November,14,226,ROR/Bonded
2019,Qtr 4,November,15,137,Detained
2019,Qtr 4,November,15,396,ROR/Bonded
2019,Qtr 4,November,18,126,Detained
2019,Qtr 4,November,18,185,ROR/Bonded
2019,Qtr 4,November,19,187,Detained
2019,Qtr 4,November,19,246,ROR/Bonded
2019,Qtr 4,November,20,118,Detained
2019,Qtr 4,November,20,345,ROR/Bonded
2019,Qtr 4,November,21,63,Detained
2019,Qtr 4,November,21,231,ROR/Bonded
2019,Qtr 4,November,22,180,Detained
2019,Qtr 4,November,22,122,ROR/Bonded
2019,Qtr 4,November,25,118,Detained
2019,Qtr 4,November,25,268,ROR/Bonded
2019,Qtr 4,November,26,49,Detained
2019,Qtr 4,November,26,112,ROR/Bonded
2019,Qtr 4,November,27,78,Detained
2019,Qtr 4,November,27,350,ROR/Bonded
2019,Qtr 4,November,29,2809,ROR/Bonded
2019,Qtr 4,December,2,105,Detained
2019,Qtr 4,December,2,121,ROR/Bonded
2019,Qtr 4,December,3,40,Detained
2019,Qtr 4,December,3,111,ROR/Bonded
2019,Qtr 4,December,4,85,Detained
2019,Qtr 4,December,4,102,ROR/Bonded
2019,Qtr 4,December,5,41,Detained
2019,Qtr 4,December,5,194,ROR/Bonded
2019,Qtr 4,December,6,115,Detained
2019,Qtr 4,December,6,296,ROR/Bonded
2019,Qtr 4,December,9,193,Detained
2019,Qtr 4,December,9,228,ROR/Bonded
2019,Qtr 4,December,10,49,Detained
2019,Qtr 4,December,10,168,ROR/Bonded
2019,Qtr 4,December,11,77,Detained
2019,Qtr 4,December,11,266,ROR/Bonded
2019,Qtr 4,December,12,117,Detained
2019,Qtr 4,December,12,190,ROR/Bonded
2019,Qtr 4,December,13,92,Detained
2019,Qtr 4,December,13,219,ROR/Bonded
2019,Qtr 4,December,16,130,Detained
2019,Qtr 4,December,16,256,ROR/Bonded
2019,Qtr 4,December,17,70,Detained
2019,Qtr 4,December,17,174,ROR/Bonded
2019,Qtr 4,December,18,169,Detained
2019,Qtr 4,December,18,92,ROR/Bonded
2019,Qtr 4,December,19,64,Detained
2019,Qtr 4,December,19,330,ROR/Bonded
2019,Qtr 4,December,20,121,Detained
2019,Qtr 4,December,20,461,ROR/Bonded
2019,Qtr 4,December,23,59,Detained
2019,Qtr 4,December,23,122,ROR/Bonded
2019,Qtr 4,December,24,11,Detained
2019,Qtr 4,December,26,84,Detained
2019,Qtr 4,December,27,51,Detained
2019,Qtr 4,December,27,209,ROR/Bonded
2019,Qtr 4,December,30,74,Detained
2019,Qtr 4,December,30,142,ROR/Bonded
2019,Qtr 4,December,31,49,Detained
2019,Qtr 4,December,31,56,ROR/Bonded
2020,Qtr 1,January,2,129,Detained
2020,Qtr 1,January,2,278,ROR/Bonded
2020,Qtr 1,January,3,84,Detained
2020,Qtr 1,January,3,288,ROR/Bonded
2020,Qtr 1,January,6,110,Detained
2020,Qtr 1,January,6,300,ROR/Bonded
2020,Qtr 1,January,7,55,Detained
2020,Qtr 1,January,7,215,ROR/Bonded
2020,Qtr 1,January,8,70,Detained
2020,Qtr 1,January,8,164,ROR/Bonded
2020,Qtr 1,January,9,128,Detained
2020,Qtr 1,January,9,192,ROR/Bonded
2020,Qtr 1,January,10,253,Detained
2020,Qtr 1,January,10,198,ROR/Bonded
2020,Qtr 1,January,12,2603,Detained
2020,Qtr 1,January,13,96,Detained
2020,Qtr 1,January,13,194,ROR/Bonded
2020,Qtr 1,January,14,112,Detained
2020,Qtr 1,January,14,198,ROR/Bonded
2020,Qtr 1,January,15,78,Detained
2020,Qtr 1,January,15,337,ROR/Bonded
2020,Qtr 1,January,16,143,Detained
2020,Qtr 1,January,16,297,ROR/Bonded
2020,Qtr 1,January,17,325,Detained
2020,Qtr 1,January,17,122,ROR/Bonded
2020,Qtr 1,January,21,60,Detained
2020,Qtr 1,January,21,158,ROR/Bonded
2020,Qtr 1,January,22,114,Detained
2020,Qtr 1,January,22,525,ROR/Bonded
2020,Qtr 1,January,23,112,Detained
2020,Qtr 1,January,23,182,ROR/Bonded
2020,Qtr 1,January,24,309,Detained
2020,Qtr 1,January,24,352,ROR/Bonded
2020,Qtr 1,January,27,108,Detained
2020,Qtr 1,January,27,209,ROR/Bonded
2020,Qtr 1,January,28,112,Detained
2020,Qtr 1,January,28,135,ROR/Bonded
2020,Qtr 1,January,29,124,Detained
2020,Qtr 1,January,29,200,ROR/Bonded
2020,Qtr 1,January,30,58,Detained
2020,Qtr 1,January,30,301,ROR/Bonded
2020,Qtr 1,January,31,195,Detained
2020,Qtr 1,January,31,302,ROR/Bonded
2020,Qtr 1,February,3,55,Detained
2020,Qtr 1,February,3,216,ROR/Bonded
2020,Qtr 1,February,4,127,Detained
2020,Qtr 1,February,4,104,ROR/Bonded
2020,Qtr 1,February,5,78,Detained
2020,Qtr 1,February,5,197,ROR/Bonded
2020,Qtr 1,February,6,79,Detained
2020,Qtr 1,February,6,370,ROR/Bonded
2020,Qtr 1,February,7,148,Detained
2020,Qtr 1,February,7,245,ROR/Bonded
2020,Qtr 1,February,10,51,Detained
2020,Qtr 1,February,10,287,ROR/Bonded
2020,Qtr 1,February,11,154,Detained
2020,Qtr 1,February,11,257,ROR/Bonded
2020,Qtr 1,February,13,77,Detained
2020,Qtr 1,February,13,171,ROR/Bonded
2020,Qtr 1,February,14,193,Detained
2020,Qtr 1,February,14,156,ROR/Bonded
2020,Qtr 1,February,18,203,Detained
2020,Qtr 1,February,18,229,ROR/Bonded
2020,Qtr 1,February,19,160,Detained
2020,Qtr 1,February,19,288,ROR/Bonded
2020,Qtr 1,February,20,90,Detained
2020,Qtr 1,February,20,309,ROR/Bonded
2020,Qtr 1,February,21,249,Detained
2020,Qtr 1,February,21,365,ROR/Bonded
2020,Qtr 1,February,24,131,Detained
2020,Qtr 1,February,24,409,ROR/Bonded
2020,Qtr 1,February,25,96,Detained
2020,Qtr 1,February,25,321,ROR/Bonded
2020,Qtr 1,February,26,154,Detained
2020,Qtr 1,February,26,127,ROR/Bonded
2020,Qtr 1,February,27,72,Detained
2020,Qtr 1,February,27,140,ROR/Bonded
2020,Qtr 1,February,28,38,Detained
2020,Qtr 1,February,28,60,ROR/Bonded
2020,Qtr 1,March,2,161,Detained
2020,Qtr 1,March,2,264,ROR/Bonded
2020,Qtr 1,March,3,106,Detained
2020,Qtr 1,March,3,103,ROR/Bonded
2020,Qtr 1,March,4,113,Detained
2020,Qtr 1,March,4,160,ROR/Bonded
2020,Qtr 1,March,5,70,Detained
2020,Qtr 1,March,5,227,ROR/Bonded
2020,Qtr 1,March,6,175,Detained
2020,Qtr 1,March,6,402,ROR/Bonded
2020,Qtr 1,March,9,152,Detained
2020,Qtr 1,March,9,144,ROR/Bonded
2020,Qtr 1,March,10,63,Detained
2020,Qtr 1,March,10,197,ROR/Bonded
2020,Qtr 1,March,11,52,Detained
2020,Qtr 1,March,11,226,ROR/Bonded
2020,Qtr 1,March,12,135,Detained
2020,Qtr 1,March,12,223,ROR/Bonded
2020,Qtr 1,March,13,77,Detained
2020,Qtr 1,March,13,448,ROR/Bonded
2020,Qtr 1,March,16,35,Detained
2020,Qtr 1,March,16,209,ROR/Bonded
2020,Qtr 1,March,17,204,Detained
2020,Qtr 1,March,17,97,ROR/Bonded
2020,Qtr 1,March,18,65,Detained
2020,Qtr 1,March,23,132,Detained
2020,Qtr 1,March,24,34,Detained
2020,Qtr 1,March,25,13,Detained
2020,Qtr 1,March,26,41,Detained
2020,Qtr 1,March,27,49,Detained
2020,Qtr 2,April,2,365,ROR/Bonded
2020,Qtr 2,April,6,27,Detained
2020,Qtr 2,April,7,21,Detained
2020,Qtr 2,April,8,277,Detained
2020,Qtr 2,April,8,199,ROR/Bonded
2020,Qtr 2,April,9,51,Detained
2020,Qtr 2,April,9,358,ROR/Bonded
2020,Qtr 2,April,10,16,Detained
2020,Qtr 2,April,10,178,ROR/Bonded
2020,Qtr 2,April,13,7,Detained
2020,Qtr 2,April,14,40,Detained
2020,Qtr 2,April,15,37,Detained
2020,Qtr 2,April,16,39,Detained
2020,Qtr 2,April,17,69,Detained
2020,Qtr 2,April,20,51,Detained
2020,Qtr 2,April,21,90,Detained
2020,Qtr 2,April,21,206,ROR/Bonded
2020,Qtr 2,April,22,36,Detained
2020,Qtr 2,April,22,433,ROR/Bonded
2020,Qtr 2,April,23,42,Detained
2020,Qtr 2,April,23,276,ROR/Bonded
2020,Qtr 2,April,24,107,Detained
2020,Qtr 2,April,24,150,ROR/Bonded
2020,Qtr 2,April,27,290,ROR/Bonded
2020,Qtr 2,April,28,189,Detained
2020,Qtr 2,April,29,4208,Detained
2020,Qtr 2,April,29,3914,ROR/Bonded
2020,Qtr 2,April,30,141,Detained
2020,Qtr 2,April,30,191,ROR/Bonded
2020,Qtr 2,May,1,67,Detained
2020,Qtr 2,May,5,195,Detained
2020,Qtr 2,May,7,82,Detained
2020,Qtr 2,May,7,296,ROR/Bonded
2020,Qtr 2,May,8,134,Detained
2020,Qtr 2,May,11,96,Detained
2020,Qtr 2,May,12,128,Detained
2020,Qtr 2,May,12,2136,ROR/Bonded
2020,Qtr 2,May,13,5886,Detained
2020,Qtr 2,May,14,149,Detained
2020,Qtr 2,May,14,2105,ROR/Bonded
2020,Qtr 2,May,15,283,Detained
2020,Qtr 2,May,15,2262,ROR/Bonded
2020,Qtr 2,May,18,143,Detained
2020,Qtr 2,May,18,3621,ROR/Bonded
2020,Qtr 2,May,19,4334,Detained
2020,Qtr 2,May,19,4956,ROR/Bonded
2020,Qtr 2,May,20,167,Detained
2020,Qtr 2,May,20,3997,ROR/Bonded
2020,Qtr 2,May,21,266,Detained
2020,Qtr 2,May,21,4137,ROR/Bonded
2020,Qtr 2,May,22,4320,Detained
2020,Qtr 2,May,22,4180,ROR/Bonded
2020,Qtr 2,May,26,3342,Detained
2020,Qtr 2,May,26,3338,ROR/Bonded
2020,Qtr 2,May,27,5160,Detained
2020,Qtr 2,May,27,5741,ROR/Bonded
2020,Qtr 2,May,28,83,Detained
2020,Qtr 2,May,28,5278,ROR/Bonded
2020,Qtr 2,May,29,123,Detained
2020,Qtr 2,June,2,103,Detained
2020,Qtr 2,June,3,148,Detained
2020,Qtr 2,June,3,134,ROR/Bonded
2020,Qtr 2,June,4,176,Detained
2020,Qtr 2,June,4,248,ROR/Bonded
2020,Qtr 2,June,5,63,Detained
2020,Qtr 2,June,8,157,Detained
2020,Qtr 2,June,8,139,ROR/Bonded
2020,Qtr 2,June,9,53,Detained
2020,Qtr 2,June,9,161,ROR/Bonded
2020,Qtr 2,June,10,81,Detained
2020,Qtr 2,June,10,1135,ROR/Bonded
2020,Qtr 2,June,11,110,Detained
2020,Qtr 2,June,12,124,Detained
2020,Qtr 2,June,12,330,ROR/Bonded
2020,Qtr 2,June,15,111,Detained
2020,Qtr 2,June,15,476,ROR/Bonded
2020,Qtr 2,June,16,83,Detained
2020,Qtr 2,June,17,51,Detained
2020,Qtr 2,June,19,544,Detained
2020,Qtr 2,June,19,419,ROR/Bonded
2020,Qtr 2,June,22,200,Detained
2020,Qtr 2,June,22,200,ROR/Bonded
2020,Qtr 2,June,23,117,Detained
2020,Qtr 2,June,23,257,ROR/Bonded
2020,Qtr 2,June,24,109,Detained
2020,Qtr 2,June,25,170,Detained
2020,Qtr 2,June,26,280,Detained
2020,Qtr 2,June,26,113,ROR/Bonded
2020,Qtr 2,June,29,116,Detained
2020,Qtr 2,June,30,186,Detained
2020,Qtr 3,July,1,58,Detained
2020,Qtr 3,July,1,209,ROR/Bonded
2020,Qtr 3,July,2,90,Detained
2020,Qtr 3,July,2,198,ROR/Bonded
2020,Qtr 3,July,6,48,Detained
2020,Qtr 3,July,6,290,ROR/Bonded
2020,Qtr 3,July,7,131,Detained
2020,Qtr 3,July,8,188,Detained
2020,Qtr 3,July,9,15,Detained
2020,Qtr 3,July,9,276,ROR/Bonded
2020,Qtr 3,July,10,375,Detained
2020,Qtr 3,July,13,77,Detained
2020,Qtr 3,July,14,52,Detained
2020,Qtr 3,July,15,180,Detained
2020,Qtr 3,July,15,533,ROR/Bonded
2020,Qtr 3,July,16,115,Detained
2020,Qtr 3,July,17,241,Detained
2020,Qtr 3,July,17,451,ROR/Bonded
2020,Qtr 3,July,20,19,Detained
2020,Qtr 3,July,20,139,ROR/Bonded
2020,Qtr 3,July,21,84,Detained
2020,Qtr 3,July,22,171,Detained
2020,Qtr 3,July,23,97,Detained
2020,Qtr 3,July,23,6,ROR/Bonded
2020,Qtr 3,July,24,508,Detained
2020,Qtr 3,July,24,641,ROR/Bonded
2020,Qtr 3,July,27,104,Detained
2020,Qtr 3,July,27,442,ROR/Bonded
2020,Qtr 3,July,28,62,Detained
2020,Qtr 3,July,29,148,Detained
2020,Qtr 3,July,29,539,ROR/Bonded
2020,Qtr 3,July,30,195,Detained
2020,Qtr 3,July,31,234,Detained
2020,Qtr 3,August,3,125,Detained
2020,Qtr 3,August,4,38,Detained
2020,Qtr 3,August,4,187,ROR/Bonded
2020,Qtr 3,August,5,47,Detained
2020,Qtr 3,August,6,14,Detained
2020,Qtr 3,August,6,736,ROR/Bonded
2020,Qtr 3,August,7,459,Detained
2020,Qtr 3,August,10,159,Detained
2020,Qtr 3,August,10,93,ROR/Bonded
2020,Qtr 3,August,11,176,Detained
2020,Qtr 3,August,12,71,Detained
2020,Qtr 3,August,12,2678,ROR/Bonded
2020,Qtr 3,August,13,568,ROR/Bonded
2020,Qtr 3,August,14,184,Detained
2020,Qtr 3,August,14,248,ROR/Bonded
2020,Qtr 3,August,17,96,Detained
2020,Qtr 3,August,18,20,Detained
2020,Qtr 3,August,19,199,Detained
2020,Qtr 3,August,20,37,Detained
2020,Qtr 3,August,20,171,ROR/Bonded
2020,Qtr 3,August,21,20,Detained
2020,Qtr 3,August,24,108,Detained
2020,Qtr 3,August,24,349,ROR/Bonded
2020,Qtr 3,August,25,36,Detained
2020,Qtr 3,August,25,532,ROR/Bonded
2020,Qtr 3,August,26,161,Detained
2020,Qtr 3,August,26,295,ROR/Bonded
2020,Qtr 3,August,27,103,Detained
2020,Qtr 3,August,27,195,ROR/Bonded
2020,Qtr 3,August,28,253,Detained
2020,Qtr 3,August,31,28,Detained
2020,Qtr 3,August,31,1275,ROR/Bonded
2020,Qtr 3,September,1,42,Detained
2020,Qtr 3,September,1,560,ROR/Bonded
2020,Qtr 3,September,2,70,Detained
2020,Qtr 3,September,2,204,ROR/Bonded
2020,Qtr 3,September,3,52,Detained
2020,Qtr 3,September,6,216,ROR/Bonded
2020,Qtr 3,September,8,34,Detained
2020,Qtr 3,September,8,1427,ROR/Bonded
2020,Qtr 3,September,9,65,Detained
2020,Qtr 3,September,10,218,Detained
2020,Qtr 3,September,10,240,ROR/Bonded
2020,Qtr 3,September,11,200,Detained
2020,Qtr 3,September,14,17,Detained
2020,Qtr 3,September,15,136,Detained
2020,Qtr 3,September,15,155,ROR/Bonded
2020,Qtr 3,September,16,251,Detained
2020,Qtr 3,September,16,351,ROR/Bonded
2020,Qtr 3,September,17,269,Detained
2020,Qtr 3,September,17,440,ROR/Bonded
2020,Qtr 3,September,18,148,Detained
2020,Qtr 3,September,18,438,ROR/Bonded
2020,Qtr 3,September,21,213,Detained
2020,Qtr 3,September,21,403,ROR/Bonded
2020,Qtr 3,September,22,182,Detained
2020,Qtr 3,September,22,284,ROR/Bonded
2020,Qtr 3,September,23,65,Detained
2020,Qtr 3,September,23,398,ROR/Bonded
2020,Qtr 3,September,24,168,Detained
2020,Qtr 3,September,24,442,ROR/Bonded
2020,Qtr 3,September,25,624,Detained
2020,Qtr 3,September,25,359,ROR/Bonded
2020,Qtr 3,September,26,17,Detained
2020,Qtr 3,September,26,379,ROR/Bonded
2020,Qtr 3,September,28,277,Detained
2020,Qtr 3,September,28,354,ROR/Bonded
2020,Qtr 3,September,29,231,Detained
2020,Qtr 3,September,29,412,ROR/Bonded
2020,Qtr 3,September,30,33,Detained
2020,Qtr 3,September,30,444,ROR/Bonded
2020,Qtr 4,October,1,164,Detained
2020,Qtr 4,October,1,388,ROR/Bonded
2020,Qtr 4,October,2,218,Detained
2020,Qtr 4,October,2,410,ROR/Bonded
2020,Qtr 4,October,5,104,Detained
2020,Qtr 4,October,5,298,ROR/Bonded
2020,Qtr 4,October,6,104,Detained
2020,Qtr 4,October,6,311,ROR/Bonded
2020,Qtr 4,October,7,288,Detained
2020,Qtr 4,October,7,343,ROR/Bonded
2020,Qtr 4,October,8,171,Detained
2020,Qtr 4,October,8,344,ROR/Bonded
2020,Qtr 4,October,9,245,Detained
2020,Qtr 4,October,13,148,Detained
2020,Qtr 4,October,13,426,ROR/Bonded
2020,Qtr 4,October,14,80,Detained
2020,Qtr 4,October,14,301,ROR/Bonded
2020,Qtr 4,October,15,107,Detained
2020,Qtr 4,October,15,418,ROR/Bonded
2020,Qtr 4,October,16,122,Detained
2020,Qtr 4,October,16,273,ROR/Bonded
2020,Qtr 4,October,19,35,Detained
2020,Qtr 4,October,19,298,ROR/Bonded
2020,Qtr 4,October,20,216,Detained
2020,Qtr 4,October,20,310,ROR/Bonded
2020,Qtr 4,October,21,216,Detained
2020,Qtr 4,October,21,346,ROR/Bonded
2020,Qtr 4,October,22,205,Detained
2020,Qtr 4,October,22,377,ROR/Bonded
2020,Qtr 4,October,23,120,Detained
2020,Qtr 4,October,23,461,ROR/Bonded
2020,Qtr 4,October,26,137,Detained
2020,Qtr 4,October,26,307,ROR/Bonded
2020,Qtr 4,October,27,378,Detained
2020,Qtr 4,October,27,372,ROR/Bonded
2020,Qtr 4,October,28,371,Detained
2020,Qtr 4,October,28,187,ROR/Bonded
2020,Qtr 4,October,29,143,Detained
2020,Qtr 4,October,29,366,ROR/Bonded
2020,Qtr 4,October,30,109,Detained
2020,Qtr 4,October,30,434,ROR/Bonded
2020,Qtr 4,November,2,45,Detained
2020,Qtr 4,November,2,342,ROR/Bonded
2020,Qtr 4,November,3,77,Detained
2020,Qtr 4,November,3,256,ROR/Bonded
2020,Qtr 4,November,4,352,Detained
2020,Qtr 4,November,4,430,ROR/Bonded
2020,Qtr 4,November,5,298,Detained
2020,Qtr 4,November,5,328,ROR/Bonded
2020,Qtr 4,November,6,213,Detained
2020,Qtr 4,November,6,234,ROR/Bonded
2020,Qtr 4,November,9,62,Detained
2020,Qtr 4,November,9,309,ROR/Bonded
2020,Qtr 4,November,10,200,Detained
2020,Qtr 4,November,10,370,ROR/Bonded
2020,Qtr 4,November,12,138,Detained
2020,Qtr 4,November,12,421,ROR/Bonded
2020,Qtr 4,November,13,363,Detained
2020,Qtr 4,November,13,155,ROR/Bonded
2020,Qtr 4,November,16,127,Detained
2020,Qtr 4,November,16,1382,ROR/Bonded
2020,Qtr 4,November,17,159,Detained
2020,Qtr 4,November,17,1293,ROR/Bonded
2020,Qtr 4,November,18,168,Detained
2020,Qtr 4,November,18,567,ROR/Bonded
2020,Qtr 4,November,19,295,Detained
2020,Qtr 4,November,19,386,ROR/Bonded
2020,Qtr 4,November,20,492,Detained
2020,Qtr 4,November,23,203,Detained
2020,Qtr 4,November,23,255,ROR/Bonded
2020,Qtr 4,November,24,45,Detained
2020,Qtr 4,November,24,455,ROR/Bonded
2020,Qtr 4,November,30,170,Detained
2020,Qtr 4,November,30,262,ROR/Bonded
2020,Qtr 4,December,1,269,Detained
2020,Qtr 4,December,1,418,ROR/Bonded
2020,Qtr 4,December,2,427,ROR/Bonded
2020,Qtr 4,December,3,339,Detained
2020,Qtr 4,December,3,408,ROR/Bonded
2020,Qtr 4,December,4,72,Detained
2020,Qtr 4,December,4,325,ROR/Bonded
2020,Qtr 4,December,7,77,Detained
2020,Qtr 4,December,7,465,ROR/Bonded
