Year,Quarter,Month,Day,All Cases,Average of DISMISSED_SORT
2021,Qtr 3,August,6,All Cases,40.00%
2021,Qtr 3,August,8,All Cases,0.00%
2021,Qtr 3,August,9,All Cases,37.50%
2021,Qtr 3,August,10,All Cases,16.13%
2021,Qtr 3,August,11,All Cases,17.86%
2021,Qtr 3,August,12,All Cases,27.59%
2021,Qtr 3,August,13,All Cases,0.00%
2021,Qtr 3,August,16,All Cases,42.31%
2021,Qtr 3,August,17,All Cases,6.45%
2021,Qtr 3,August,18,All Cases,8.70%
2021,Qtr 3,August,19,All Cases,29.17%
2021,Qtr 3,August,20,All Cases,21.43%
2021,Qtr 3,August,23,All Cases,25.81%
2021,Qtr 3,August,24,All Cases,21.43%
2021,Qtr 3,August,25,All Cases,14.81%
2021,Qtr 3,August,26,All Cases,40.00%
2021,Qtr 3,August,27,All Cases,41.67%
2021,Qtr 3,August,30,All Cases,31.25%
2021,Qtr 3,August,31,All Cases,13.33%
2021,Qtr 3,September,1,All Cases,15.79%
2021,Qtr 3,September,2,All Cases,30.43%
2021,Qtr 3,September,3,All Cases,22.22%
2021,Qtr 3,September,7,All Cases,31.82%
2021,Qtr 3,September,8,All Cases,19.35%
2021,Qtr 3,September,9,All Cases,17.65%
2021,Qtr 3,September,10,All Cases,25.00%
2021,Qtr 3,September,13,All Cases,14.29%
2021,Qtr 3,September,14,All Cases,16.67%
2021,Qtr 3,September,15,All Cases,22.73%
2021,Qtr 3,September,16,All Cases,15.00%
2021,Qtr 3,September,17,All Cases,14.29%
2021,Qtr 3,September,20,All Cases,9.09%
2021,Qtr 3,September,21,All Cases,3.85%
2021,Qtr 3,September,22,All Cases,24.14%
2021,Qtr 3,September,23,All Cases,35.71%
2021,Qtr 3,September,24,All Cases,6.25%
2021,Qtr 3,September,27,All Cases,17.65%
2021,Qtr 3,September,28,All Cases,18.52%
2021,Qtr 3,September,29,All Cases,15.56%
2021,Qtr 3,September,30,All Cases,40.00%
2021,Qtr 4,October,1,All Cases,20.00%
2021,Qtr 4,October,4,All Cases,22.22%
2021,Qtr 4,October,5,All Cases,10.26%
2021,Qtr 4,October,6,All Cases,10.71%
2021,Qtr 4,October,7,All Cases,10.34%
2021,Qtr 4,October,8,All Cases,23.53%
2021,Qtr 4,October,12,All Cases,11.11%
2021,Qtr 4,October,13,All Cases,9.09%
2021,Qtr 4,October,14,All Cases,26.92%
2021,Qtr 4,October,15,All Cases,14.29%
2021,Qtr 4,October,18,All Cases,30.00%
2021,Qtr 4,October,19,All Cases,28.13%
2021,Qtr 4,October,20,All Cases,15.00%
2021,Qtr 4,October,21,All Cases,31.25%
2021,Qtr 4,October,22,All Cases,17.65%
2021,Qtr 4,October,23,All Cases,0.00%
2021,Qtr 4,October,25,All Cases,10.00%
2021,Qtr 4,October,26,All Cases,22.22%
2021,Qtr 4,October,27,All Cases,16.00%
2021,Qtr 4,October,28,All Cases,20.00%
2021,Qtr 4,October,29,All Cases,38.46%
2021,Qtr 4,November,1,All Cases,13.33%
2021,Qtr 4,November,2,All Cases,21.43%
2021,Qtr 4,November,3,All Cases,26.32%
2021,Qtr 4,November,4,All Cases,7.89%
2021,Qtr 4,November,5,All Cases,20.00%
2021,Qtr 4,November,8,All Cases,8.00%
2021,Qtr 4,November,9,All Cases,10.00%
2021,Qtr 4,November,10,All Cases,30.00%
2021,Qtr 4,November,12,All Cases,50.00%
2021,Qtr 4,November,15,All Cases,43.75%
2021,Qtr 4,November,16,All Cases,38.71%
2021,Qtr 4,November,17,All Cases,22.22%
2021,Qtr 4,November,18,All Cases,36.84%
2021,Qtr 4,November,19,All Cases,4.55%
2021,Qtr 4,November,22,All Cases,11.11%
2021,Qtr 4,November,23,All Cases,6.67%
2021,Qtr 4,November,24,All Cases,40.00%
2021,Qtr 4,November,29,All Cases,12.00%
2021,Qtr 4,November,30,All Cases,9.52%
2021,Qtr 4,December,1,All Cases,14.29%
2021,Qtr 4,December,2,All Cases,15.38%
2021,Qtr 4,December,3,All Cases,29.17%
2021,Qtr 4,December,6,All Cases,17.14%
2021,Qtr 4,December,7,All Cases,8.11%
2021,Qtr 4,December,8,All Cases,10.00%
2021,Qtr 4,December,9,All Cases,25.00%
2021,Qtr 4,December,10,All Cases,4.76%
2021,Qtr 4,December,13,All Cases,31.82%
2021,Qtr 4,December,14,All Cases,10.81%
2021,Qtr 4,December,15,All Cases,17.07%
2021,Qtr 4,December,16,All Cases,27.27%
2021,Qtr 4,December,17,All Cases,35.00%
2021,Qtr 4,December,20,All Cases,6.25%
2021,Qtr 4,December,21,All Cases,14.29%
2021,Qtr 4,December,22,All Cases,0.00%
2021,Qtr 4,December,23,All Cases,0.00%
2021,Qtr 4,December,27,All Cases,12.50%
2021,Qtr 4,December,28,All Cases,15.38%
2021,Qtr 4,December,29,All Cases,0.00%
2021,Qtr 4,December,30,All Cases,28.57%
2022,Qtr 1,January,3,All Cases,30.00%
2022,Qtr 1,January,4,All Cases,25.00%
2022,Qtr 1,January,5,All Cases,25.00%
2022,Qtr 1,January,6,All Cases,4.76%
2022,Qtr 1,January,7,All Cases,12.00%
2022,Qtr 1,January,10,All Cases,23.81%
2022,Qtr 1,January,11,All Cases,27.59%
2022,Qtr 1,January,12,All Cases,13.33%
2022,Qtr 1,January,13,All Cases,14.29%
2022,Qtr 1,January,14,All Cases,12.50%
2022,Qtr 1,January,18,All Cases,5.26%
2022,Qtr 1,January,19,All Cases,13.33%
2022,Qtr 1,January,20,All Cases,14.29%
2022,Qtr 1,January,21,All Cases,28.57%
2022,Qtr 1,January,24,All Cases,17.65%
2022,Qtr 1,January,25,All Cases,25.00%
2022,Qtr 1,January,26,All Cases,10.00%
2022,Qtr 1,January,27,All Cases,8.70%
2022,Qtr 1,January,28,All Cases,25.00%
2022,Qtr 1,January,31,All Cases,29.41%
2022,Qtr 1,February,1,All Cases,9.09%
2022,Qtr 1,February,2,All Cases,5.88%
2022,Qtr 1,February,3,All Cases,8.70%
2022,Qtr 1,February,4,All Cases,27.27%
2022,Qtr 1,February,7,All Cases,22.22%
2022,Qtr 1,February,8,All Cases,0.00%
2022,Qtr 1,February,9,All Cases,14.29%
2022,Qtr 1,February,10,All Cases,21.43%
2022,Qtr 1,February,14,All Cases,9.52%
2022,Qtr 1,February,15,All Cases,0.00%
2022,Qtr 1,February,16,All Cases,10.00%
2022,Qtr 1,February,17,All Cases,15.79%
2022,Qtr 1,February,18,All Cases,11.11%
2022,Qtr 1,February,22,All Cases,35.00%
2022,Qtr 1,February,23,All Cases,36.00%
2022,Qtr 1,February,24,All Cases,27.78%
2022,Qtr 1,February,25,All Cases,4.17%
2022,Qtr 1,February,28,All Cases,10.00%
2022,Qtr 1,March,1,All Cases,13.04%
2022,Qtr 1,March,2,All Cases,20.00%
2022,Qtr 1,March,3,All Cases,24.00%
2022,Qtr 1,March,4,All Cases,27.27%
2022,Qtr 1,March,7,All Cases,5.00%
2022,Qtr 1,March,8,All Cases,6.90%
2022,Qtr 1,March,9,All Cases,5.56%
2022,Qtr 1,March,10,All Cases,29.41%
2022,Qtr 1,March,11,All Cases,12.50%
2022,Qtr 1,March,14,All Cases,16.28%
2022,Qtr 1,March,15,All Cases,5.00%
2022,Qtr 1,March,16,All Cases,21.21%
2022,Qtr 1,March,17,All Cases,0.00%
2022,Qtr 1,March,18,All Cases,6.90%
2022,Qtr 1,March,21,All Cases,6.25%
2022,Qtr 1,March,22,All Cases,10.34%
2022,Qtr 1,March,23,All Cases,31.82%
2022,Qtr 1,March,24,All Cases,26.32%
2022,Qtr 1,March,25,All Cases,19.05%
2022,Qtr 1,March,28,All Cases,20.00%
2022,Qtr 1,March,29,All Cases,11.11%
2022,Qtr 1,March,30,All Cases,39.13%
2022,Qtr 2,April,1,All Cases,18.18%
2022,Qtr 2,April,4,All Cases,25.00%
2022,Qtr 2,April,5,All Cases,6.25%
2022,Qtr 2,April,6,All Cases,31.58%
2022,Qtr 2,April,7,All Cases,15.00%
2022,Qtr 2,April,8,All Cases,8.33%
2022,Qtr 2,April,11,All Cases,16.67%
2022,Qtr 2,April,12,All Cases,0.00%
2022,Qtr 2,April,13,All Cases,12.90%
2022,Qtr 2,April,14,All Cases,25.00%
2022,Qtr 2,April,15,All Cases,11.11%
2022,Qtr 2,April,16,All Cases,100.00%
2022,Qtr 2,April,18,All Cases,4.76%
2022,Qtr 2,April,19,All Cases,30.56%
2022,Qtr 2,April,20,All Cases,9.52%
2022,Qtr 2,April,21,All Cases,8.33%
2022,Qtr 2,April,22,All Cases,16.67%
2022,Qtr 2,April,25,All Cases,10.71%
2022,Qtr 2,April,26,All Cases,17.39%
2022,Qtr 2,April,27,All Cases,25.00%
2022,Qtr 2,April,28,All Cases,7.14%
2022,Qtr 2,April,29,All Cases,12.50%
2022,Qtr 2,May,2,All Cases,9.68%
2022,Qtr 2,May,3,All Cases,18.18%
2022,Qtr 2,May,4,All Cases,16.67%
2022,Qtr 2,May,5,All Cases,21.05%
2022,Qtr 2,May,6,All Cases,14.29%
2022,Qtr 2,May,9,All Cases,8.70%
2022,Qtr 2,May,10,All Cases,36.84%
2022,Qtr 2,May,11,All Cases,10.53%
2022,Qtr 2,May,12,All Cases,18.75%
2022,Qtr 2,May,13,All Cases,0.00%
2022,Qtr 2,May,16,All Cases,27.59%
2022,Qtr 2,May,17,All Cases,10.53%
2022,Qtr 2,May,18,All Cases,13.33%
2022,Qtr 2,May,19,All Cases,17.65%
2022,Qtr 2,May,20,All Cases,7.14%
2022,Qtr 2,May,23,All Cases,11.11%
2022,Qtr 2,May,24,All Cases,11.54%
2022,Qtr 2,May,25,All Cases,13.64%
2022,Qtr 2,May,26,All Cases,18.18%
2022,Qtr 2,May,27,All Cases,40.00%
2022,Qtr 2,May,31,All Cases,13.33%
2022,Qtr 2,June,1,All Cases,14.81%
2022,Qtr 2,June,2,All Cases,16.67%
2022,Qtr 2,June,3,All Cases,20.00%
2022,Qtr 2,June,6,All Cases,17.65%
2022,Qtr 2,June,7,All Cases,18.18%
2022,Qtr 2,June,8,All Cases,18.52%
2022,Qtr 2,June,9,All Cases,19.05%
2022,Qtr 2,June,10,All Cases,0.00%
2022,Qtr 2,June,13,All Cases,4.88%
2022,Qtr 2,June,14,All Cases,15.38%
2022,Qtr 2,June,15,All Cases,5.00%
2022,Qtr 2,June,16,All Cases,59.09%
2022,Qtr 2,June,17,All Cases,12.50%
2022,Qtr 2,June,20,All Cases,25.00%
2022,Qtr 2,June,21,All Cases,23.81%
2022,Qtr 2,June,22,All Cases,9.52%
2022,Qtr 2,June,23,All Cases,14.29%
2022,Qtr 2,June,24,All Cases,23.08%
2022,Qtr 2,June,27,All Cases,29.41%
2022,Qtr 2,June,28,All Cases,10.53%
2022,Qtr 2,June,29,All Cases,9.09%
2022,Qtr 2,June,30,All Cases,11.11%
2022,Qtr 3,July,1,All Cases,59.26%
2022,Qtr 3,July,5,All Cases,7.14%
2022,Qtr 3,July,6,All Cases,21.74%
2022,Qtr 3,July,7,All Cases,26.67%
2022,Qtr 3,July,8,All Cases,31.58%
2022,Qtr 3,July,11,All Cases,25.71%
2022,Qtr 3,July,12,All Cases,29.41%
2022,Qtr 3,July,13,All Cases,11.11%
2022,Qtr 3,July,14,All Cases,10.00%
2022,Qtr 3,July,15,All Cases,14.29%
2022,Qtr 3,July,18,All Cases,14.29%
2022,Qtr 3,July,19,All Cases,5.00%
2022,Qtr 3,July,20,All Cases,25.00%
2022,Qtr 3,July,21,All Cases,10.00%
2022,Qtr 3,July,22,All Cases,45.45%
2022,Qtr 3,July,25,All Cases,8.00%
2022,Qtr 3,July,26,All Cases,47.06%
2022,Qtr 3,July,27,All Cases,3.57%
2022,Qtr 3,July,28,All Cases,21.05%
2022,Qtr 3,July,29,All Cases,22.22%
2022,Qtr 3,August,1,All Cases,7.69%
2022,Qtr 3,August,2,All Cases,42.86%
2022,Qtr 3,August,3,All Cases,25.00%
2022,Qtr 3,August,4,All Cases,36.36%
2022,Qtr 3,August,5,All Cases,11.11%
2022,Qtr 3,August,8,All Cases,11.90%
2022,Qtr 3,August,9,All Cases,11.11%
2022,Qtr 3,August,10,All Cases,10.00%
2022,Qtr 3,August,11,All Cases,31.58%
2022,Qtr 3,August,12,All Cases,33.33%
2022,Qtr 3,August,15,All Cases,9.09%
2022,Qtr 3,August,16,All Cases,9.09%
2022,Qtr 3,August,17,All Cases,15.00%
2022,Qtr 3,August,18,All Cases,15.38%
2022,Qtr 3,August,19,All Cases,20.83%
2022,Qtr 3,August,22,All Cases,19.44%
2022,Qtr 3,August,23,All Cases,14.29%
2022,Qtr 3,August,24,All Cases,23.81%
2022,Qtr 3,August,25,All Cases,11.76%
2022,Qtr 3,August,26,All Cases,7.69%
2022,Qtr 3,August,29,All Cases,16.67%
2022,Qtr 3,August,30,All Cases,21.05%
2022,Qtr 3,August,31,All Cases,13.51%
2022,Qtr 3,September,1,All Cases,33.33%
2022,Qtr 3,September,2,All Cases,30.00%
2022,Qtr 3,September,6,All Cases,13.04%
2022,Qtr 3,September,7,All Cases,13.04%
2022,Qtr 3,September,8,All Cases,32.00%
2022,Qtr 3,September,9,All Cases,13.64%
2022,Qtr 3,September,12,All Cases,19.05%
2022,Qtr 3,September,13,All Cases,15.00%
2022,Qtr 3,September,14,All Cases,5.88%
2022,Qtr 3,September,15,All Cases,7.69%
2022,Qtr 3,September,16,All Cases,8.33%
2022,Qtr 3,September,18,All Cases,0.00%
2022,Qtr 3,September,19,All Cases,11.63%
2022,Qtr 3,September,20,All Cases,10.00%
2022,Qtr 3,September,21,All Cases,11.54%
2022,Qtr 3,September,22,All Cases,12.50%
2022,Qtr 3,September,26,All Cases,12.50%
2022,Qtr 3,September,27,All Cases,26.92%
2022,Qtr 3,September,28,All Cases,3.45%
2022,Qtr 3,September,29,All Cases,16.67%
2022,Qtr 3,September,30,All Cases,26.67%
2022,Qtr 4,October,3,All Cases,17.14%
2022,Qtr 4,October,4,All Cases,14.29%
2022,Qtr 4,October,5,All Cases,18.18%
2022,Qtr 4,October,6,All Cases,10.00%
2022,Qtr 4,October,7,All Cases,32.14%
2022,Qtr 4,October,10,All Cases,0.00%
2022,Qtr 4,October,11,All Cases,11.76%
2022,Qtr 4,October,12,All Cases,10.53%
2022,Qtr 4,October,13,All Cases,15.79%
2022,Qtr 4,October,14,All Cases,20.00%
2022,Qtr 4,October,17,All Cases,10.34%
2022,Qtr 4,October,18,All Cases,17.24%
2022,Qtr 4,October,19,All Cases,4.00%
2022,Qtr 4,October,20,All Cases,17.39%
2022,Qtr 4,October,21,All Cases,18.75%
2022,Qtr 4,October,24,All Cases,13.64%
2022,Qtr 4,October,25,All Cases,45.00%
2022,Qtr 4,October,26,All Cases,15.00%
2022,Qtr 4,October,27,All Cases,21.05%
2022,Qtr 4,October,28,All Cases,20.00%
2022,Qtr 4,October,31,All Cases,11.11%
2022,Qtr 4,November,1,All Cases,28.00%
2022,Qtr 4,November,2,All Cases,11.11%
2022,Qtr 4,November,3,All Cases,22.73%
2022,Qtr 4,November,4,All Cases,24.00%
2022,Qtr 4,November,6,All Cases,0.00%
2022,Qtr 4,November,7,All Cases,8.82%
2022,Qtr 4,November,8,All Cases,15.79%
2022,Qtr 4,November,9,All Cases,4.35%
2022,Qtr 4,November,10,All Cases,26.67%
2022,Qtr 4,November,14,All Cases,29.41%
2022,Qtr 4,November,15,All Cases,14.81%
2022,Qtr 4,November,16,All Cases,26.67%
2022,Qtr 4,November,17,All Cases,19.23%
2022,Qtr 4,November,18,All Cases,18.75%
2022,Qtr 4,November,21,All Cases,15.15%
2022,Qtr 4,November,22,All Cases,23.08%
2022,Qtr 4,November,23,All Cases,0.00%
2022,Qtr 4,November,28,All Cases,16.67%
2022,Qtr 4,November,29,All Cases,4.76%
2022,Qtr 4,November,30,All Cases,19.23%
2022,Qtr 4,December,1,All Cases,11.76%
2022,Qtr 4,December,2,All Cases,41.18%
2022,Qtr 4,December,5,All Cases,29.63%
2022,Qtr 4,December,6,All Cases,18.75%
2022,Qtr 4,December,7,All Cases,13.79%
2022,Qtr 4,December,8,All Cases,19.05%
2022,Qtr 4,December,9,All Cases,36.84%
2022,Qtr 4,December,12,All Cases,14.29%
2022,Qtr 4,December,13,All Cases,22.22%
2022,Qtr 4,December,14,All Cases,40.54%
2022,Qtr 4,December,15,All Cases,0.00%
2022,Qtr 4,December,16,All Cases,21.05%
2022,Qtr 4,December,19,All Cases,5.88%
2022,Qtr 4,December,20,All Cases,10.53%
2022,Qtr 4,December,21,All Cases,19.05%
2022,Qtr 4,December,22,All Cases,0.00%
2022,Qtr 4,December,23,All Cases,22.22%
2022,Qtr 4,December,27,All Cases,66.67%
2022,Qtr 4,December,28,All Cases,14.29%
2022,Qtr 4,December,29,All Cases,9.09%
2022,Qtr 4,December,30,All Cases,40.00%
2023,Qtr 1,January,3,All Cases,15.00%
2023,Qtr 1,January,4,All Cases,5.26%
2023,Qtr 1,January,5,All Cases,21.43%
2023,Qtr 1,January,6,All Cases,16.67%
2023,Qtr 1,January,9,All Cases,8.00%
2023,Qtr 1,January,10,All Cases,17.39%
2023,Qtr 1,January,11,All Cases,9.68%
2023,Qtr 1,January,12,All Cases,20.00%
2023,Qtr 1,January,13,All Cases,26.67%
2023,Qtr 1,January,17,All Cases,13.64%
2023,Qtr 1,January,18,All Cases,0.00%
2023,Qtr 1,January,19,All Cases,35.71%
2023,Qtr 1,January,20,All Cases,8.33%
2023,Qtr 1,January,23,All Cases,6.67%
2023,Qtr 1,January,24,All Cases,7.50%
2023,Qtr 1,January,25,All Cases,0.00%
2023,Qtr 1,January,26,All Cases,7.14%
2023,Qtr 1,January,27,All Cases,12.50%
2023,Qtr 1,January,30,All Cases,20.83%
2023,Qtr 1,January,31,All Cases,25.00%
2023,Qtr 1,February,1,All Cases,17.24%
2023,Qtr 1,February,2,All Cases,23.81%
2023,Qtr 1,February,3,All Cases,12.50%
2023,Qtr 1,February,6,All Cases,6.67%
2023,Qtr 1,February,7,All Cases,17.65%
2023,Qtr 1,February,8,All Cases,18.18%
2023,Qtr 1,February,9,All Cases,30.43%
2023,Qtr 1,February,10,All Cases,61.11%
2023,Qtr 1,February,14,All Cases,20.83%
2023,Qtr 1,February,15,All Cases,17.39%
2023,Qtr 1,February,16,All Cases,40.00%
2023,Qtr 1,February,17,All Cases,27.78%
2023,Qtr 1,February,21,All Cases,4.55%
2023,Qtr 1,February,22,All Cases,13.79%
2023,Qtr 1,February,23,All Cases,7.41%
2023,Qtr 1,February,24,All Cases,17.65%
2023,Qtr 1,February,27,All Cases,18.52%
2023,Qtr 1,February,28,All Cases,12.12%
2023,Qtr 1,March,1,All Cases,18.18%
2023,Qtr 1,March,2,All Cases,42.86%
2023,Qtr 1,March,3,All Cases,17.65%
2023,Qtr 1,March,6,All Cases,21.74%
2023,Qtr 1,March,7,All Cases,17.39%
2023,Qtr 1,March,8,All Cases,16.67%
2023,Qtr 1,March,9,All Cases,10.34%
2023,Qtr 1,March,10,All Cases,46.67%
2023,Qtr 1,March,13,All Cases,18.92%
2023,Qtr 1,March,14,All Cases,13.33%
2023,Qtr 1,March,15,All Cases,23.81%
2023,Qtr 1,March,16,All Cases,19.23%
2023,Qtr 1,March,17,All Cases,10.00%
2023,Qtr 1,March,20,All Cases,30.77%
2023,Qtr 1,March,21,All Cases,25.00%
2023,Qtr 1,March,22,All Cases,25.00%
2023,Qtr 1,March,23,All Cases,5.26%
2023,Qtr 1,March,24,All Cases,22.22%
2023,Qtr 1,March,27,All Cases,21.88%
2023,Qtr 1,March,28,All Cases,14.29%
2023,Qtr 1,March,29,All Cases,11.11%
2023,Qtr 1,March,30,All Cases,14.29%
2023,Qtr 2,April,3,All Cases,22.73%
2023,Qtr 2,April,4,All Cases,20.00%
2023,Qtr 2,April,5,All Cases,12.12%
2023,Qtr 2,April,6,All Cases,13.64%
2023,Qtr 2,April,7,All Cases,21.05%
2023,Qtr 2,April,10,All Cases,10.00%
2023,Qtr 2,April,11,All Cases,20.00%
2023,Qtr 2,April,12,All Cases,15.38%
2023,Qtr 2,April,13,All Cases,14.29%
2023,Qtr 2,April,14,All Cases,25.00%
2023,Qtr 2,April,17,All Cases,12.50%
2023,Qtr 2,April,18,All Cases,5.26%
2023,Qtr 2,April,19,All Cases,15.00%
2023,Qtr 2,April,20,All Cases,17.86%
2023,Qtr 2,April,21,All Cases,17.65%
2023,Qtr 2,April,22,All Cases,100.00%
2023,Qtr 2,April,24,All Cases,4.17%
2023,Qtr 2,April,25,All Cases,47.37%
2023,Qtr 2,April,26,All Cases,29.41%
2023,Qtr 2,April,27,All Cases,13.04%
2023,Qtr 2,April,28,All Cases,37.50%
2023,Qtr 2,May,1,All Cases,4.55%
2023,Qtr 2,May,2,All Cases,15.00%
2023,Qtr 2,May,3,All Cases,13.64%
2023,Qtr 2,May,4,All Cases,31.82%
2023,Qtr 2,May,5,All Cases,33.33%
2023,Qtr 2,May,7,All Cases,0.00%
2023,Qtr 2,May,8,All Cases,4.00%
2023,Qtr 2,May,9,All Cases,16.67%
2023,Qtr 2,May,10,All Cases,0.00%
2023,Qtr 2,May,11,All Cases,6.67%
2023,Qtr 2,May,12,All Cases,21.43%
2023,Qtr 2,May,15,All Cases,15.00%
2023,Qtr 2,May,16,All Cases,25.00%
2023,Qtr 2,May,17,All Cases,5.88%
2023,Qtr 2,May,18,All Cases,41.67%
2023,Qtr 2,May,19,All Cases,21.43%
2023,Qtr 2,May,22,All Cases,9.09%
2023,Qtr 2,May,23,All Cases,7.69%
2023,Qtr 2,May,24,All Cases,17.65%
2023,Qtr 2,May,25,All Cases,25.00%
2023,Qtr 2,May,26,All Cases,7.14%
2023,Qtr 2,May,30,All Cases,0.00%
2023,Qtr 2,May,31,All Cases,30.77%
2023,Qtr 2,June,1,All Cases,37.50%
2023,Qtr 2,June,2,All Cases,30.77%
2023,Qtr 2,June,5,All Cases,28.57%
2023,Qtr 2,June,6,All Cases,27.27%
2023,Qtr 2,June,7,All Cases,17.39%
2023,Qtr 2,June,8,All Cases,27.27%
2023,Qtr 2,June,9,All Cases,0.00%
2023,Qtr 2,June,12,All Cases,12.50%
2023,Qtr 2,June,13,All Cases,18.18%
2023,Qtr 2,June,14,All Cases,25.00%
2023,Qtr 2,June,15,All Cases,10.00%
2023,Qtr 2,June,16,All Cases,57.14%
2023,Qtr 2,June,20,All Cases,28.57%
2023,Qtr 2,June,21,All Cases,30.77%
2023,Qtr 2,June,22,All Cases,15.38%
2023,Qtr 2,June,23,All Cases,30.77%
2023,Qtr 2,June,26,All Cases,12.50%
2023,Qtr 2,June,27,All Cases,8.70%
2023,Qtr 2,June,28,All Cases,7.14%
2023,Qtr 2,June,29,All Cases,37.50%
2023,Qtr 2,June,30,All Cases,0.00%
2023,Qtr 3,July,3,All Cases,0.00%
2023,Qtr 3,July,5,All Cases,22.22%
2023,Qtr 3,July,6,All Cases,50.00%
2023,Qtr 3,July,7,All Cases,25.00%
2023,Qtr 3,July,10,All Cases,17.39%
2023,Qtr 3,July,11,All Cases,30.00%
2023,Qtr 3,July,12,All Cases,33.33%
2023,Qtr 3,July,13,All Cases,41.67%
2023,Qtr 3,July,14,All Cases,14.29%
2023,Qtr 3,July,17,All Cases,20.00%
2023,Qtr 3,July,18,All Cases,33.33%
2023,Qtr 3,July,19,All Cases,3.03%
2023,Qtr 3,July,20,All Cases,25.00%
2023,Qtr 3,July,21,All Cases,33.33%
2023,Qtr 3,July,23,All Cases,0.00%
2023,Qtr 3,July,24,All Cases,6.67%
2023,Qtr 3,July,25,All Cases,0.00%
2023,Qtr 3,July,26,All Cases,0.00%
2023,Qtr 3,July,27,All Cases,22.22%
2023,Qtr 3,July,28,All Cases,13.33%
2023,Qtr 3,July,31,All Cases,0.00%
2023,Qtr 3,August,1,All Cases,21.43%
2023,Qtr 3,August,2,All Cases,23.53%
2023,Qtr 3,August,3,All Cases,0.00%
2023,Qtr 3,August,4,All Cases,28.57%
2023,Qtr 3,August,7,All Cases,4.55%
2023,Qtr 3,August,8,All Cases,16.67%
2023,Qtr 3,August,9,All Cases,8.33%
2023,Qtr 3,August,10,All Cases,25.00%
2023,Qtr 3,August,11,All Cases,30.00%
2023,Qtr 3,August,14,All Cases,13.33%
2023,Qtr 3,August,15,All Cases,0.00%
2023,Qtr 3,August,16,All Cases,4.00%
2023,Qtr 3,August,17,All Cases,27.78%
2023,Qtr 3,August,18,All Cases,7.14%
2023,Qtr 3,August,21,All Cases,18.52%
2023,Qtr 3,August,22,All Cases,10.00%
2023,Qtr 3,August,23,All Cases,0.00%
2023,Qtr 3,August,24,All Cases,15.00%
2023,Qtr 3,August,25,All Cases,38.46%
2023,Qtr 3,August,28,All Cases,16.00%
2023,Qtr 3,August,29,All Cases,25.00%
2023,Qtr 3,August,30,All Cases,33.33%
2023,Qtr 3,August,31,All Cases,20.00%
2023,Qtr 3,September,1,All Cases,0.00%
2023,Qtr 3,September,5,All Cases,20.00%
2023,Qtr 3,September,6,All Cases,20.00%
2023,Qtr 3,September,7,All Cases,10.53%
2023,Qtr 3,September,8,All Cases,16.67%
2023,Qtr 3,September,11,All Cases,15.38%
2023,Qtr 3,September,12,All Cases,17.65%
2023,Qtr 3,September,13,All Cases,6.25%
2023,Qtr 3,September,14,All Cases,0.00%
2023,Qtr 3,September,15,All Cases,25.00%
2023,Qtr 3,September,18,All Cases,15.00%
2023,Qtr 3,September,19,All Cases,8.00%
2023,Qtr 3,September,20,All Cases,14.29%
2023,Qtr 3,September,21,All Cases,17.39%
2023,Qtr 3,September,25,All Cases,9.52%
2023,Qtr 3,September,26,All Cases,41.67%
2023,Qtr 3,September,27,All Cases,18.75%
2023,Qtr 3,September,28,All Cases,0.00%
2023,Qtr 3,September,29,All Cases,20.00%
2023,Qtr 4,October,2,All Cases,13.33%
2023,Qtr 4,October,3,All Cases,0.00%
2023,Qtr 4,October,4,All Cases,10.00%
2023,Qtr 4,October,5,All Cases,5.88%
2023,Qtr 4,October,6,All Cases,18.18%
2023,Qtr 4,October,8,All Cases,0.00%
2023,Qtr 4,October,9,All Cases,0.00%
2023,Qtr 4,October,10,All Cases,9.09%
2023,Qtr 4,October,11,All Cases,0.00%
2023,Qtr 4,October,12,All Cases,23.08%
2023,Qtr 4,October,13,All Cases,40.00%
2023,Qtr 4,October,16,All Cases,9.09%
2023,Qtr 4,October,17,All Cases,5.88%
2023,Qtr 4,October,18,All Cases,28.57%
2023,Qtr 4,October,19,All Cases,20.00%
2023,Qtr 4,October,20,All Cases,0.00%
2023,Qtr 4,October,23,All Cases,7.14%
2023,Qtr 4,October,24,All Cases,0.00%
2023,Qtr 4,October,25,All Cases,18.75%
2023,Qtr 4,October,26,All Cases,16.67%
2023,Qtr 4,October,27,All Cases,0.00%
2023,Qtr 4,October,30,All Cases,14.29%
2023,Qtr 4,October,31,All Cases,25.00%
2023,Qtr 4,November,1,All Cases,8.00%
2023,Qtr 4,November,2,All Cases,15.38%
2023,Qtr 4,November,3,All Cases,28.57%
2023,Qtr 4,November,6,All Cases,22.58%
2023,Qtr 4,November,7,All Cases,16.67%
2023,Qtr 4,November,8,All Cases,0.00%
2023,Qtr 4,November,9,All Cases,0.00%
2023,Qtr 4,November,12,All Cases,0.00%
2023,Qtr 4,November,13,All Cases,15.38%
2023,Qtr 4,November,14,All Cases,5.56%
2023,Qtr 4,November,15,All Cases,6.67%
2023,Qtr 4,November,16,All Cases,18.18%
2023,Qtr 4,November,17,All Cases,38.46%
2023,Qtr 4,November,20,All Cases,11.11%
2023,Qtr 4,November,21,All Cases,8.33%
2023,Qtr 4,November,22,All Cases,14.29%
2023,Qtr 4,November,27,All Cases,16.67%
2023,Qtr 4,November,28,All Cases,18.75%
