Year,Quarter,Month,Day,All Cases,Average of ARRAIGN_FELONY2_SORT
2020,Qtr 2,June,3,All Cases,24.19%
2020,Qtr 2,June,4,All Cases,29.63%
2020,Qtr 2,June,5,All Cases,24.44%
2020,Qtr 2,June,6,All Cases,50.00%
2020,Qtr 2,June,7,All Cases,60.00%
2020,Qtr 2,June,8,All Cases,32.35%
2020,Qtr 2,June,9,All Cases,30.67%
2020,Qtr 2,June,10,All Cases,26.51%
2020,Qtr 2,June,11,All Cases,26.19%
2020,Qtr 2,June,12,All Cases,25.26%
2020,Qtr 2,June,13,All Cases,55.56%
2020,Qtr 2,June,14,All Cases,27.27%
2020,Qtr 2,June,15,All Cases,32.91%
2020,Qtr 2,June,16,All Cases,21.43%
2020,Qtr 2,June,17,All Cases,20.34%
2020,Qtr 2,June,18,All Cases,20.83%
2020,Qtr 2,June,19,All Cases,19.23%
2020,Qtr 2,June,20,All Cases,27.27%
2020,Qtr 2,June,21,All Cases,15.79%
2020,Qtr 2,June,22,All Cases,22.95%
2020,Qtr 2,June,23,All Cases,39.62%
2020,Qtr 2,June,24,All Cases,37.50%
2020,Qtr 2,June,25,All Cases,29.55%
2020,Qtr 2,June,26,All Cases,18.18%
2020,Qtr 2,June,27,All Cases,17.65%
2020,Qtr 2,June,28,All Cases,8.33%
2020,Qtr 2,June,29,All Cases,29.58%
2020,Qtr 2,June,30,All Cases,38.71%
2020,Qtr 3,July,1,All Cases,33.33%
2020,Qtr 3,July,2,All Cases,27.66%
2020,Qtr 3,July,3,All Cases,0.00%
2020,Qtr 3,July,4,All Cases,50.00%
2020,Qtr 3,July,5,All Cases,25.00%
2020,Qtr 3,July,6,All Cases,23.44%
2020,Qtr 3,July,7,All Cases,28.42%
2020,Qtr 3,July,8,All Cases,25.00%
2020,Qtr 3,July,9,All Cases,26.09%
2020,Qtr 3,July,10,All Cases,12.07%
2020,Qtr 3,July,11,All Cases,17.65%
2020,Qtr 3,July,12,All Cases,0.00%
2020,Qtr 3,July,13,All Cases,31.94%
2020,Qtr 3,July,14,All Cases,38.30%
2020,Qtr 3,July,15,All Cases,26.92%
2020,Qtr 3,July,16,All Cases,20.59%
2020,Qtr 3,July,17,All Cases,31.37%
2020,Qtr 3,July,18,All Cases,18.18%
2020,Qtr 3,July,19,All Cases,27.27%
2020,Qtr 3,July,20,All Cases,29.87%
2020,Qtr 3,July,21,All Cases,44.30%
2020,Qtr 3,July,22,All Cases,44.44%
2020,Qtr 3,July,23,All Cases,30.99%
2020,Qtr 3,July,24,All Cases,20.59%
2020,Qtr 3,July,25,All Cases,14.29%
2020,Qtr 3,July,26,All Cases,29.41%
2020,Qtr 3,July,27,All Cases,41.38%
2020,Qtr 3,July,28,All Cases,30.00%
2020,Qtr 3,July,29,All Cases,28.17%
2020,Qtr 3,July,30,All Cases,30.88%
2020,Qtr 3,July,31,All Cases,21.15%
2020,Qtr 3,August,1,All Cases,22.22%
2020,Qtr 3,August,2,All Cases,29.17%
2020,Qtr 3,August,3,All Cases,25.00%
2020,Qtr 3,August,4,All Cases,27.69%
2020,Qtr 3,August,5,All Cases,35.00%
2020,Qtr 3,August,6,All Cases,32.76%
2020,Qtr 3,August,7,All Cases,22.03%
2020,Qtr 3,August,8,All Cases,50.00%
2020,Qtr 3,August,10,All Cases,23.40%
2020,Qtr 3,August,11,All Cases,30.77%
2020,Qtr 3,August,12,All Cases,34.43%
2020,Qtr 3,August,13,All Cases,34.88%
2020,Qtr 3,August,14,All Cases,28.07%
2020,Qtr 3,August,15,All Cases,0.00%
2020,Qtr 3,August,16,All Cases,0.00%
2020,Qtr 3,August,17,All Cases,30.36%
2020,Qtr 3,August,18,All Cases,36.51%
2020,Qtr 3,August,19,All Cases,38.46%
2020,Qtr 3,August,20,All Cases,20.93%
2020,Qtr 3,August,21,All Cases,32.00%
2020,Qtr 3,August,22,All Cases,66.67%
2020,Qtr 3,August,23,All Cases,30.77%
2020,Qtr 3,August,24,All Cases,28.13%
2020,Qtr 3,August,25,All Cases,41.98%
2020,Qtr 3,August,26,All Cases,29.17%
2020,Qtr 3,August,27,All Cases,23.30%
2020,Qtr 3,August,28,All Cases,28.57%
2020,Qtr 3,August,29,All Cases,15.00%
2020,Qtr 3,August,30,All Cases,27.27%
2020,Qtr 3,August,31,All Cases,27.06%
2020,Qtr 3,September,1,All Cases,44.44%
2020,Qtr 3,September,2,All Cases,32.73%
2020,Qtr 3,September,3,All Cases,29.87%
2020,Qtr 3,September,4,All Cases,46.67%
2020,Qtr 3,September,5,All Cases,25.00%
2020,Qtr 3,September,6,All Cases,28.57%
2020,Qtr 3,September,7,All Cases,25.00%
2020,Qtr 3,September,8,All Cases,40.00%
2020,Qtr 3,September,9,All Cases,37.63%
2020,Qtr 3,September,10,All Cases,22.78%
2020,Qtr 3,September,11,All Cases,32.43%
2020,Qtr 3,September,12,All Cases,18.18%
2020,Qtr 3,September,13,All Cases,37.50%
2020,Qtr 3,September,14,All Cases,29.41%
2020,Qtr 3,September,15,All Cases,32.35%
2020,Qtr 3,September,16,All Cases,42.00%
2020,Qtr 3,September,17,All Cases,42.59%
2020,Qtr 3,September,18,All Cases,43.94%
2020,Qtr 3,September,19,All Cases,100.00%
2020,Qtr 3,September,20,All Cases,35.29%
2020,Qtr 3,September,21,All Cases,31.46%
2020,Qtr 3,September,22,All Cases,27.66%
2020,Qtr 3,September,23,All Cases,35.21%
2020,Qtr 3,September,24,All Cases,37.93%
2020,Qtr 3,September,25,All Cases,24.00%
2020,Qtr 3,September,26,All Cases,22.22%
2020,Qtr 3,September,27,All Cases,100.00%
2020,Qtr 3,September,28,All Cases,27.16%
2020,Qtr 3,September,29,All Cases,28.95%
2020,Qtr 3,September,30,All Cases,37.31%
2020,Qtr 4,October,1,All Cases,28.57%
2020,Qtr 4,October,2,All Cases,35.00%
2020,Qtr 4,October,3,All Cases,12.50%
2020,Qtr 4,October,4,All Cases,50.00%
2020,Qtr 4,October,5,All Cases,39.13%
2020,Qtr 4,October,6,All Cases,29.73%
2020,Qtr 4,October,7,All Cases,32.89%
2020,Qtr 4,October,8,All Cases,28.40%
2020,Qtr 4,October,9,All Cases,27.78%
2020,Qtr 4,October,10,All Cases,9.09%
2020,Qtr 4,October,11,All Cases,36.36%
2020,Qtr 4,October,12,All Cases,13.64%
2020,Qtr 4,October,13,All Cases,28.57%
2020,Qtr 4,October,14,All Cases,25.53%
2020,Qtr 4,October,15,All Cases,32.73%
2020,Qtr 4,October,16,All Cases,25.61%
2020,Qtr 4,October,17,All Cases,23.53%
2020,Qtr 4,October,18,All Cases,27.27%
2020,Qtr 4,October,19,All Cases,33.33%
2020,Qtr 4,October,20,All Cases,30.70%
2020,Qtr 4,October,21,All Cases,40.63%
2020,Qtr 4,October,22,All Cases,21.59%
2020,Qtr 4,October,23,All Cases,27.27%
2020,Qtr 4,October,24,All Cases,9.09%
2020,Qtr 4,October,25,All Cases,29.17%
2020,Qtr 4,October,26,All Cases,23.47%
2020,Qtr 4,October,27,All Cases,29.55%
2020,Qtr 4,October,28,All Cases,30.56%
2020,Qtr 4,October,29,All Cases,22.00%
2020,Qtr 4,October,30,All Cases,24.64%
2020,Qtr 4,October,31,All Cases,8.33%
2020,Qtr 4,November,1,All Cases,20.00%
2020,Qtr 4,November,2,All Cases,21.35%
2020,Qtr 4,November,3,All Cases,26.42%
2020,Qtr 4,November,4,All Cases,28.00%
2020,Qtr 4,November,5,All Cases,37.88%
2020,Qtr 4,November,6,All Cases,41.43%
2020,Qtr 4,November,7,All Cases,20.00%
2020,Qtr 4,November,8,All Cases,45.83%
2020,Qtr 4,November,9,All Cases,22.68%
2020,Qtr 4,November,10,All Cases,43.04%
2020,Qtr 4,November,11,All Cases,40.00%
2020,Qtr 4,November,12,All Cases,38.30%
2020,Qtr 4,November,13,All Cases,28.57%
2020,Qtr 4,November,14,All Cases,33.33%
2020,Qtr 4,November,15,All Cases,30.00%
2020,Qtr 4,November,16,All Cases,30.53%
2020,Qtr 4,November,17,All Cases,36.36%
2020,Qtr 4,November,18,All Cases,28.99%
2020,Qtr 4,November,19,All Cases,29.67%
2020,Qtr 4,November,20,All Cases,19.23%
2020,Qtr 4,November,21,All Cases,40.00%
2020,Qtr 4,November,22,All Cases,25.00%
2020,Qtr 4,November,23,All Cases,35.71%
2020,Qtr 4,November,24,All Cases,39.44%
2020,Qtr 4,November,25,All Cases,24.35%
2020,Qtr 4,November,27,All Cases,0.00%
2020,Qtr 4,November,28,All Cases,30.77%
2020,Qtr 4,November,29,All Cases,100.00%
2020,Qtr 4,November,30,All Cases,34.51%
2020,Qtr 4,December,1,All Cases,37.50%
2020,Qtr 4,December,2,All Cases,43.90%
2020,Qtr 4,December,3,All Cases,38.67%
2020,Qtr 4,December,4,All Cases,26.92%
2020,Qtr 4,December,5,All Cases,66.67%
2020,Qtr 4,December,6,All Cases,50.00%
2020,Qtr 4,December,7,All Cases,35.23%
2020,Qtr 4,December,8,All Cases,36.11%
2020,Qtr 4,December,9,All Cases,40.79%
2020,Qtr 4,December,10,All Cases,31.58%
2020,Qtr 4,December,11,All Cases,32.91%
2020,Qtr 4,December,12,All Cases,37.50%
2020,Qtr 4,December,13,All Cases,15.79%
2020,Qtr 4,December,14,All Cases,43.21%
2020,Qtr 4,December,15,All Cases,25.97%
2020,Qtr 4,December,16,All Cases,33.80%
2020,Qtr 4,December,17,All Cases,28.79%
2020,Qtr 4,December,18,All Cases,40.35%
2020,Qtr 4,December,19,All Cases,15.38%
2020,Qtr 4,December,20,All Cases,4.17%
2020,Qtr 4,December,21,All Cases,25.00%
2020,Qtr 4,December,22,All Cases,23.94%
2020,Qtr 4,December,23,All Cases,15.71%
2020,Qtr 4,December,24,All Cases,32.76%
2020,Qtr 4,December,25,All Cases,42.86%
2020,Qtr 4,December,26,All Cases,0.00%
2020,Qtr 4,December,27,All Cases,37.50%
2020,Qtr 4,December,28,All Cases,29.35%
2020,Qtr 4,December,29,All Cases,32.22%
2020,Qtr 4,December,30,All Cases,30.43%
2020,Qtr 4,December,31,All Cases,33.33%
2021,Qtr 1,January,2,All Cases,11.11%
2021,Qtr 1,January,3,All Cases,0.00%
2021,Qtr 1,January,4,All Cases,37.86%
2021,Qtr 1,January,5,All Cases,40.85%
2021,Qtr 1,January,6,All Cases,30.88%
2021,Qtr 1,January,7,All Cases,37.18%
2021,Qtr 1,January,8,All Cases,36.08%
2021,Qtr 1,January,9,All Cases,50.00%
2021,Qtr 1,January,10,All Cases,15.79%
2021,Qtr 1,January,11,All Cases,43.96%
2021,Qtr 1,January,12,All Cases,25.49%
2021,Qtr 1,January,13,All Cases,36.99%
2021,Qtr 1,January,14,All Cases,21.37%
2021,Qtr 1,January,15,All Cases,30.30%
2021,Qtr 1,January,16,All Cases,16.67%
2021,Qtr 1,January,17,All Cases,25.00%
2021,Qtr 1,January,18,All Cases,66.67%
2021,Qtr 1,January,19,All Cases,41.25%
2021,Qtr 1,January,20,All Cases,48.19%
2021,Qtr 1,January,21,All Cases,35.00%
2021,Qtr 1,January,22,All Cases,22.54%
2021,Qtr 1,January,23,All Cases,18.75%
2021,Qtr 1,January,24,All Cases,30.00%
2021,Qtr 1,January,25,All Cases,45.31%
2021,Qtr 1,January,26,All Cases,29.41%
2021,Qtr 1,January,27,All Cases,40.38%
2021,Qtr 1,January,28,All Cases,26.58%
2021,Qtr 1,January,29,All Cases,33.93%
2021,Qtr 1,January,30,All Cases,0.00%
2021,Qtr 1,January,31,All Cases,8.33%
2021,Qtr 1,February,1,All Cases,50.91%
2021,Qtr 1,February,2,All Cases,39.24%
2021,Qtr 1,February,3,All Cases,39.33%
2021,Qtr 1,February,4,All Cases,31.82%
2021,Qtr 1,February,5,All Cases,32.20%
2021,Qtr 1,February,6,All Cases,14.29%
2021,Qtr 1,February,7,All Cases,30.77%
2021,Qtr 1,February,8,All Cases,31.40%
2021,Qtr 1,February,9,All Cases,46.74%
2021,Qtr 1,February,10,All Cases,39.78%
2021,Qtr 1,February,11,All Cases,25.35%
2021,Qtr 1,February,12,All Cases,35.00%
2021,Qtr 1,February,13,All Cases,5.56%
2021,Qtr 1,February,14,All Cases,30.77%
2021,Qtr 1,February,15,All Cases,16.67%
2021,Qtr 1,February,16,All Cases,42.05%
2021,Qtr 1,February,17,All Cases,46.32%
2021,Qtr 1,February,18,All Cases,27.50%
2021,Qtr 1,February,19,All Cases,26.92%
2021,Qtr 1,February,20,All Cases,0.00%
2021,Qtr 1,February,21,All Cases,8.33%
2021,Qtr 1,February,22,All Cases,27.96%
2021,Qtr 1,February,23,All Cases,27.78%
2021,Qtr 1,February,24,All Cases,39.73%
2021,Qtr 1,February,25,All Cases,32.08%
2021,Qtr 1,February,26,All Cases,47.17%
2021,Qtr 1,February,27,All Cases,0.00%
2021,Qtr 1,February,28,All Cases,25.00%
2021,Qtr 1,March,1,All Cases,34.57%
2021,Qtr 1,March,2,All Cases,29.11%
2021,Qtr 1,March,3,All Cases,42.86%
2021,Qtr 1,March,4,All Cases,37.35%
2021,Qtr 1,March,5,All Cases,37.10%
2021,Qtr 1,March,6,All Cases,50.00%
2021,Qtr 1,March,7,All Cases,18.18%
2021,Qtr 1,March,8,All Cases,44.78%
2021,Qtr 1,March,9,All Cases,40.00%
2021,Qtr 1,March,10,All Cases,24.36%
2021,Qtr 1,March,11,All Cases,34.67%
2021,Qtr 1,March,12,All Cases,42.25%
2021,Qtr 1,March,13,All Cases,22.22%
2021,Qtr 1,March,14,All Cases,18.75%
2021,Qtr 1,March,15,All Cases,38.78%
2021,Qtr 1,March,16,All Cases,41.18%
2021,Qtr 1,March,17,All Cases,34.29%
2021,Qtr 1,March,18,All Cases,34.62%
2021,Qtr 1,March,19,All Cases,41.27%
2021,Qtr 1,March,20,All Cases,0.00%
2021,Qtr 1,March,21,All Cases,0.00%
2021,Qtr 1,March,22,All Cases,40.23%
2021,Qtr 1,March,23,All Cases,40.82%
2021,Qtr 1,March,24,All Cases,27.94%
2021,Qtr 1,March,25,All Cases,31.94%
2021,Qtr 1,March,26,All Cases,31.34%
2021,Qtr 1,March,28,All Cases,0.00%
2021,Qtr 1,March,29,All Cases,31.43%
2021,Qtr 1,March,30,All Cases,28.99%
2021,Qtr 1,March,31,All Cases,0.00%
2021,Qtr 2,April,1,All Cases,47.06%
2021,Qtr 2,April,2,All Cases,32.05%
2021,Qtr 2,April,4,All Cases,50.00%
2021,Qtr 2,April,5,All Cases,43.42%
2021,Qtr 2,April,6,All Cases,32.14%
2021,Qtr 2,April,7,All Cases,23.94%
2021,Qtr 2,April,8,All Cases,31.82%
2021,Qtr 2,April,9,All Cases,56.47%
2021,Qtr 2,April,10,All Cases,0.00%
2021,Qtr 2,April,11,All Cases,42.86%
2021,Qtr 2,April,12,All Cases,35.80%
2021,Qtr 2,April,13,All Cases,33.33%
2021,Qtr 2,April,14,All Cases,31.03%
2021,Qtr 2,April,15,All Cases,38.18%
2021,Qtr 2,April,16,All Cases,26.92%
2021,Qtr 2,April,17,All Cases,50.00%
2021,Qtr 2,April,18,All Cases,100.00%
2021,Qtr 2,April,19,All Cases,29.03%
2021,Qtr 2,April,20,All Cases,40.00%
2021,Qtr 2,April,21,All Cases,40.00%
2021,Qtr 2,April,22,All Cases,28.36%
2021,Qtr 2,April,23,All Cases,53.33%
2021,Qtr 2,April,24,All Cases,100.00%
2021,Qtr 2,April,25,All Cases,28.57%
2021,Qtr 2,April,26,All Cases,31.68%
2021,Qtr 2,April,27,All Cases,23.60%
2021,Qtr 2,April,28,All Cases,43.48%
2021,Qtr 2,April,29,All Cases,37.70%
2021,Qtr 2,April,30,All Cases,38.18%
2021,Qtr 2,May,2,All Cases,52.63%
2021,Qtr 2,May,3,All Cases,36.54%
2021,Qtr 2,May,4,All Cases,31.91%
2021,Qtr 2,May,5,All Cases,18.97%
2021,Qtr 2,May,6,All Cases,30.56%
2021,Qtr 2,May,7,All Cases,23.21%
2021,Qtr 2,May,8,All Cases,100.00%
2021,Qtr 2,May,9,All Cases,20.83%
2021,Qtr 2,May,10,All Cases,35.35%
2021,Qtr 2,May,11,All Cases,31.82%
2021,Qtr 2,May,12,All Cases,27.27%
2021,Qtr 2,May,13,All Cases,31.33%
2021,Qtr 2,May,14,All Cases,31.08%
2021,Qtr 2,May,15,All Cases,0.00%
2021,Qtr 2,May,16,All Cases,66.67%
2021,Qtr 2,May,17,All Cases,24.24%
2021,Qtr 2,May,18,All Cases,38.46%
2021,Qtr 2,May,19,All Cases,17.65%
2021,Qtr 2,May,20,All Cases,34.33%
2021,Qtr 2,May,21,All Cases,24.59%
2021,Qtr 2,May,22,All Cases,0.00%
2021,Qtr 2,May,23,All Cases,14.29%
2021,Qtr 2,May,24,All Cases,36.07%
2021,Qtr 2,May,25,All Cases,41.43%
2021,Qtr 2,May,26,All Cases,30.61%
2021,Qtr 2,May,27,All Cases,41.79%
2021,Qtr 2,May,28,All Cases,29.58%
2021,Qtr 2,May,30,All Cases,25.00%
2021,Qtr 2,May,31,All Cases,50.00%
2021,Qtr 2,June,1,All Cases,35.37%
2021,Qtr 2,June,2,All Cases,35.90%
2021,Qtr 2,June,3,All Cases,22.22%
2021,Qtr 2,June,4,All Cases,36.00%
2021,Qtr 2,June,5,All Cases,50.00%
2021,Qtr 2,June,6,All Cases,100.00%
2021,Qtr 2,June,7,All Cases,33.33%
2021,Qtr 2,June,8,All Cases,46.38%
2021,Qtr 2,June,9,All Cases,32.11%
2021,Qtr 2,June,10,All Cases,28.38%
2021,Qtr 2,June,11,All Cases,30.16%
2021,Qtr 2,June,12,All Cases,26.32%
2021,Qtr 2,June,13,All Cases,57.89%
2021,Qtr 2,June,14,All Cases,30.69%
2021,Qtr 2,June,15,All Cases,32.65%
2021,Qtr 2,June,16,All Cases,33.33%
2021,Qtr 2,June,17,All Cases,28.57%
2021,Qtr 2,June,18,All Cases,42.86%
2021,Qtr 2,June,19,All Cases,50.00%
2021,Qtr 2,June,21,All Cases,35.44%
2021,Qtr 2,June,22,All Cases,33.33%
2021,Qtr 2,June,23,All Cases,27.50%
2021,Qtr 2,June,24,All Cases,40.32%
2021,Qtr 2,June,25,All Cases,32.14%
2021,Qtr 2,June,27,All Cases,0.00%
2021,Qtr 2,June,28,All Cases,32.39%
2021,Qtr 2,June,29,All Cases,28.21%
2021,Qtr 2,June,30,All Cases,28.79%
2021,Qtr 3,July,1,All Cases,42.86%
2021,Qtr 3,July,2,All Cases,27.59%
2021,Qtr 3,July,3,All Cases,50.00%
2021,Qtr 3,July,4,All Cases,50.00%
2021,Qtr 3,July,5,All Cases,25.00%
2021,Qtr 3,July,6,All Cases,32.89%
2021,Qtr 3,July,7,All Cases,35.23%
2021,Qtr 3,July,8,All Cases,30.19%
2021,Qtr 3,July,9,All Cases,31.58%
2021,Qtr 3,July,10,All Cases,19.05%
2021,Qtr 3,July,11,All Cases,12.82%
2021,Qtr 3,July,12,All Cases,31.90%
2021,Qtr 3,July,13,All Cases,34.26%
2021,Qtr 3,July,14,All Cases,40.20%
2021,Qtr 3,July,15,All Cases,33.82%
2021,Qtr 3,July,16,All Cases,26.47%
2021,Qtr 3,July,18,All Cases,38.46%
2021,Qtr 3,July,19,All Cases,29.33%
2021,Qtr 3,July,20,All Cases,34.57%
2021,Qtr 3,July,21,All Cases,30.00%
2021,Qtr 3,July,22,All Cases,33.33%
2021,Qtr 3,July,23,All Cases,40.00%
2021,Qtr 3,July,24,All Cases,0.00%
2021,Qtr 3,July,25,All Cases,16.67%
2021,Qtr 3,July,26,All Cases,29.70%
2021,Qtr 3,July,27,All Cases,27.18%
2021,Qtr 3,July,28,All Cases,40.45%
2021,Qtr 3,July,29,All Cases,34.67%
2021,Qtr 3,July,30,All Cases,35.09%
2021,Qtr 3,July,31,All Cases,16.67%
2021,Qtr 3,August,1,All Cases,20.00%
2021,Qtr 3,August,2,All Cases,31.18%
2021,Qtr 3,August,3,All Cases,27.88%
2021,Qtr 3,August,4,All Cases,29.69%
2021,Qtr 3,August,5,All Cases,46.77%
2021,Qtr 3,August,6,All Cases,20.00%
2021,Qtr 3,August,7,All Cases,33.33%
2021,Qtr 3,August,8,All Cases,29.17%
2021,Qtr 3,August,9,All Cases,27.59%
2021,Qtr 3,August,10,All Cases,36.00%
2021,Qtr 3,August,11,All Cases,44.62%
2021,Qtr 3,August,12,All Cases,28.72%
2021,Qtr 3,August,13,All Cases,31.51%
2021,Qtr 3,August,14,All Cases,28.57%
2021,Qtr 3,August,15,All Cases,18.75%
2021,Qtr 3,August,16,All Cases,27.59%
2021,Qtr 3,August,17,All Cases,26.67%
2021,Qtr 3,August,18,All Cases,36.76%
2021,Qtr 3,August,19,All Cases,29.63%
2021,Qtr 3,August,20,All Cases,37.93%
2021,Qtr 3,August,21,All Cases,33.33%
2021,Qtr 3,August,22,All Cases,5.26%
2021,Qtr 3,August,23,All Cases,32.50%
2021,Qtr 3,August,24,All Cases,33.33%
2021,Qtr 3,August,25,All Cases,23.44%
2021,Qtr 3,August,26,All Cases,30.86%
2021,Qtr 3,August,27,All Cases,25.00%
2021,Qtr 3,August,28,All Cases,12.50%
2021,Qtr 3,August,29,All Cases,30.77%
2021,Qtr 3,August,30,All Cases,35.44%
2021,Qtr 3,August,31,All Cases,49.35%
2021,Qtr 3,September,1,All Cases,21.82%
2021,Qtr 3,September,2,All Cases,34.21%
2021,Qtr 3,September,3,All Cases,23.44%
2021,Qtr 3,September,4,All Cases,100.00%
2021,Qtr 3,September,5,All Cases,22.22%
2021,Qtr 3,September,6,All Cases,18.18%
2021,Qtr 3,September,7,All Cases,42.42%
2021,Qtr 3,September,8,All Cases,26.67%
2021,Qtr 3,September,9,All Cases,34.25%
2021,Qtr 3,September,10,All Cases,44.00%
2021,Qtr 3,September,11,All Cases,46.67%
2021,Qtr 3,September,12,All Cases,47.83%
2021,Qtr 3,September,13,All Cases,34.88%
2021,Qtr 3,September,14,All Cases,30.25%
2021,Qtr 3,September,15,All Cases,44.44%
2021,Qtr 3,September,16,All Cases,31.65%
2021,Qtr 3,September,17,All Cases,10.53%
2021,Qtr 3,September,18,All Cases,0.00%
2021,Qtr 3,September,19,All Cases,66.67%
2021,Qtr 3,September,20,All Cases,32.88%
2021,Qtr 3,September,21,All Cases,31.33%
2021,Qtr 3,September,22,All Cases,23.46%
2021,Qtr 3,September,23,All Cases,47.22%
2021,Qtr 3,September,24,All Cases,37.10%
2021,Qtr 3,September,25,All Cases,23.08%
2021,Qtr 3,September,26,All Cases,20.00%
2021,Qtr 3,September,27,All Cases,23.46%
2021,Qtr 3,September,28,All Cases,26.74%
2021,Qtr 3,September,29,All Cases,32.47%
2021,Qtr 3,September,30,All Cases,28.36%
2021,Qtr 4,October,1,All Cases,35.59%
2021,Qtr 4,October,2,All Cases,25.00%
2021,Qtr 4,October,3,All Cases,40.00%
2021,Qtr 4,October,4,All Cases,39.13%
2021,Qtr 4,October,5,All Cases,35.96%
2021,Qtr 4,October,6,All Cases,30.77%
2021,Qtr 4,October,7,All Cases,26.87%
2021,Qtr 4,October,8,All Cases,42.62%
2021,Qtr 4,October,9,All Cases,0.00%
2021,Qtr 4,October,10,All Cases,8.33%
2021,Qtr 4,October,11,All Cases,35.00%
2021,Qtr 4,October,12,All Cases,37.37%
2021,Qtr 4,October,13,All Cases,42.99%
2021,Qtr 4,October,14,All Cases,38.03%
2021,Qtr 4,October,15,All Cases,31.58%
2021,Qtr 4,October,16,All Cases,33.33%
2021,Qtr 4,October,17,All Cases,66.67%
2021,Qtr 4,October,18,All Cases,33.82%
2021,Qtr 4,October,19,All Cases,36.05%
2021,Qtr 4,October,20,All Cases,19.51%
2021,Qtr 4,October,21,All Cases,32.86%
2021,Qtr 4,October,22,All Cases,27.78%
2021,Qtr 4,October,23,All Cases,20.00%
2021,Qtr 4,October,24,All Cases,17.39%
2021,Qtr 4,October,25,All Cases,29.67%
2021,Qtr 4,October,26,All Cases,35.96%
2021,Qtr 4,October,27,All Cases,34.38%
2021,Qtr 4,October,28,All Cases,33.33%
2021,Qtr 4,October,29,All Cases,35.71%
2021,Qtr 4,October,30,All Cases,75.00%
2021,Qtr 4,October,31,All Cases,0.00%
2021,Qtr 4,November,1,All Cases,25.86%
2021,Qtr 4,November,2,All Cases,36.47%
2021,Qtr 4,November,3,All Cases,30.00%
2021,Qtr 4,November,4,All Cases,28.77%
2021,Qtr 4,November,5,All Cases,30.00%
2021,Qtr 4,November,6,All Cases,0.00%
2021,Qtr 4,November,7,All Cases,20.00%
2021,Qtr 4,November,8,All Cases,35.44%
2021,Qtr 4,November,9,All Cases,25.00%
2021,Qtr 4,November,10,All Cases,32.04%
2021,Qtr 4,November,11,All Cases,30.77%
2021,Qtr 4,November,12,All Cases,27.94%
2021,Qtr 4,November,13,All Cases,38.89%
2021,Qtr 4,November,14,All Cases,26.67%
2021,Qtr 4,November,15,All Cases,29.35%
2021,Qtr 4,November,16,All Cases,26.19%
2021,Qtr 4,November,17,All Cases,33.82%
2021,Qtr 4,November,18,All Cases,28.77%
2021,Qtr 4,November,19,All Cases,25.00%
2021,Qtr 4,November,20,All Cases,14.29%
2021,Qtr 4,November,21,All Cases,27.27%
2021,Qtr 4,November,22,All Cases,24.74%
2021,Qtr 4,November,23,All Cases,38.75%
2021,Qtr 4,November,24,All Cases,29.63%
2021,Qtr 4,November,25,All Cases,100.00%
2021,Qtr 4,November,26,All Cases,0.00%
2021,Qtr 4,November,28,All Cases,66.67%
2021,Qtr 4,November,29,All Cases,37.08%
2021,Qtr 4,November,30,All Cases,40.43%
2021,Qtr 4,December,1,All Cases,34.18%
2021,Qtr 4,December,2,All Cases,44.83%
2021,Qtr 4,December,3,All Cases,26.53%
2021,Qtr 4,December,4,All Cases,0.00%
2021,Qtr 4,December,5,All Cases,30.00%
2021,Qtr 4,December,6,All Cases,40.54%
2021,Qtr 4,December,7,All Cases,32.26%
2021,Qtr 4,December,8,All Cases,34.43%
2021,Qtr 4,December,9,All Cases,30.77%
2021,Qtr 4,December,10,All Cases,30.10%
2021,Qtr 4,December,11,All Cases,20.00%
2021,Qtr 4,December,12,All Cases,16.67%
2021,Qtr 4,December,13,All Cases,27.13%
2021,Qtr 4,December,14,All Cases,35.54%
2021,Qtr 4,December,15,All Cases,24.73%
2021,Qtr 4,December,16,All Cases,33.80%
2021,Qtr 4,December,17,All Cases,28.57%
2021,Qtr 4,December,18,All Cases,33.33%
2021,Qtr 4,December,19,All Cases,100.00%
2021,Qtr 4,December,20,All Cases,26.42%
2021,Qtr 4,December,21,All Cases,38.14%
2021,Qtr 4,December,22,All Cases,31.58%
2021,Qtr 4,December,23,All Cases,18.97%
2021,Qtr 4,December,24,All Cases,0.00%
2021,Qtr 4,December,26,All Cases,0.00%
2021,Qtr 4,December,27,All Cases,31.94%
2021,Qtr 4,December,28,All Cases,29.41%
2021,Qtr 4,December,29,All Cases,32.08%
2021,Qtr 4,December,30,All Cases,44.44%
2022,Qtr 1,January,2,All Cases,55.56%
2022,Qtr 1,January,3,All Cases,27.78%
2022,Qtr 1,January,4,All Cases,42.31%
2022,Qtr 1,January,5,All Cases,19.51%
2022,Qtr 1,January,6,All Cases,33.77%
2022,Qtr 1,January,7,All Cases,41.54%
2022,Qtr 1,January,8,All Cases,22.22%
2022,Qtr 1,January,9,All Cases,27.78%
2022,Qtr 1,January,10,All Cases,32.91%
2022,Qtr 1,January,11,All Cases,42.34%
2022,Qtr 1,January,12,All Cases,34.72%
2022,Qtr 1,January,13,All Cases,26.44%
2022,Qtr 1,January,14,All Cases,20.93%
2022,Qtr 1,January,15,All Cases,0.00%
2022,Qtr 1,January,16,All Cases,50.00%
2022,Qtr 1,January,17,All Cases,15.38%
2022,Qtr 1,January,18,All Cases,26.92%
