Year,Quarter,Month,Day,Median of FILEDISP_DAYS,PRETRIAL
2019,Qtr 2,June,18,6,Detained
2019,Qtr 2,June,18,106,ROR/Bonded
2019,Qtr 2,June,19,52,Detained
2019,Qtr 2,June,19,92,ROR/Bonded
2019,Qtr 2,June,20,97,Detained
2019,Qtr 2,June,20,86,ROR/Bonded
2019,Qtr 2,June,21,7,Detained
2019,Qtr 2,June,21,267,ROR/Bonded
2019,Qtr 2,June,24,26,Detained
2019,Qtr 2,June,24,101,ROR/Bonded
2019,Qtr 2,June,25,22,Detained
2019,Qtr 2,June,25,159,ROR/Bonded
2019,Qtr 2,June,26,23,Detained
2019,Qtr 2,June,26,97,ROR/Bonded
2019,Qtr 2,June,27,30,Detained
2019,Qtr 2,June,27,133,ROR/Bonded
2019,Qtr 2,June,28,4,Detained
2019,Qtr 2,June,28,147,ROR/Bonded
2019,Qtr 3,July,1,60,Detained
2019,Qtr 3,July,1,108,ROR/Bonded
2019,Qtr 3,July,2,46,Detained
2019,Qtr 3,July,2,111,ROR/Bonded
2019,Qtr 3,July,3,8,Detained
2019,Qtr 3,July,3,153,ROR/Bonded
2019,Qtr 3,July,5,8,Detained
2019,Qtr 3,July,5,73,ROR/Bonded
2019,Qtr 3,July,6,66,ROR/Bonded
2019,Qtr 3,July,8,38,Detained
2019,Qtr 3,July,8,90,ROR/Bonded
2019,Qtr 3,July,9,40,Detained
2019,Qtr 3,July,9,118,ROR/Bonded
2019,Qtr 3,July,10,16,Detained
2019,Qtr 3,July,10,114,ROR/Bonded
2019,Qtr 3,July,11,47,Detained
2019,Qtr 3,July,11,121,ROR/Bonded
2019,Qtr 3,July,12,22,Detained
2019,Qtr 3,July,12,100,ROR/Bonded
2019,Qtr 3,July,15,122,Detained
2019,Qtr 3,July,15,135,ROR/Bonded
2019,Qtr 3,July,16,38,Detained
2019,Qtr 3,July,16,122,ROR/Bonded
2019,Qtr 3,July,17,30,Detained
2019,Qtr 3,July,17,155,ROR/Bonded
2019,Qtr 3,July,18,87,Detained
2019,Qtr 3,July,18,103,ROR/Bonded
2019,Qtr 3,July,19,11,Detained
2019,Qtr 3,July,19,1206,ROR/Bonded
2019,Qtr 3,July,22,13,Detained
2019,Qtr 3,July,22,120,ROR/Bonded
2019,Qtr 3,July,23,117,Detained
2019,Qtr 3,July,23,116,ROR/Bonded
2019,Qtr 3,July,24,29,Detained
2019,Qtr 3,July,24,121,ROR/Bonded
2019,Qtr 3,July,25,28,Detained
2019,Qtr 3,July,25,176,ROR/Bonded
2019,Qtr 3,July,26,38,Detained
2019,Qtr 3,July,26,85,ROR/Bonded
2019,Qtr 3,July,29,47,Detained
2019,Qtr 3,July,29,140,ROR/Bonded
2019,Qtr 3,July,30,56,Detained
2019,Qtr 3,July,30,130,ROR/Bonded
2019,Qtr 3,July,31,72,Detained
2019,Qtr 3,July,31,97,ROR/Bonded
2019,Qtr 3,August,1,24,Detained
2019,Qtr 3,August,1,153,ROR/Bonded
2019,Qtr 3,August,2,123,Detained
2019,Qtr 3,August,2,70,ROR/Bonded
2019,Qtr 3,August,5,47,Detained
2019,Qtr 3,August,5,90,ROR/Bonded
2019,Qtr 3,August,6,34,Detained
2019,Qtr 3,August,6,112,ROR/Bonded
2019,Qtr 3,August,7,76,Detained
2019,Qtr 3,August,7,126,ROR/Bonded
2019,Qtr 3,August,8,78,Detained
2019,Qtr 3,August,8,178,ROR/Bonded
2019,Qtr 3,August,9,4,Detained
2019,Qtr 3,August,9,113,ROR/Bonded
2019,Qtr 3,August,12,122,Detained
2019,Qtr 3,August,12,111,ROR/Bonded
2019,Qtr 3,August,13,55,Detained
2019,Qtr 3,August,13,144,ROR/Bonded
2019,Qtr 3,August,14,62,Detained
2019,Qtr 3,August,14,138,ROR/Bonded
2019,Qtr 3,August,15,48,Detained
2019,Qtr 3,August,15,134,ROR/Bonded
2019,Qtr 3,August,16,24,Detained
2019,Qtr 3,August,16,129,ROR/Bonded
2019,Qtr 3,August,19,147,Detained
2019,Qtr 3,August,19,145,ROR/Bonded
2019,Qtr 3,August,20,118,Detained
2019,Qtr 3,August,20,152,ROR/Bonded
2019,Qtr 3,August,21,170,Detained
2019,Qtr 3,August,21,111,ROR/Bonded
2019,Qtr 3,August,22,33,Detained
2019,Qtr 3,August,22,191,ROR/Bonded
2019,Qtr 3,August,23,29,Detained
2019,Qtr 3,August,23,172,ROR/Bonded
2019,Qtr 3,August,24,731,Detained
2019,Qtr 3,August,24,54,ROR/Bonded
2019,Qtr 3,August,25,172,Detained
2019,Qtr 3,August,26,111,Detained
2019,Qtr 3,August,26,166,ROR/Bonded
2019,Qtr 3,August,27,85,Detained
2019,Qtr 3,August,27,112,ROR/Bonded
2019,Qtr 3,August,28,79,Detained
2019,Qtr 3,August,28,135,ROR/Bonded
2019,Qtr 3,August,29,131,Detained
2019,Qtr 3,August,29,114,ROR/Bonded
2019,Qtr 3,August,30,42,Detained
2019,Qtr 3,August,30,168,ROR/Bonded
2019,Qtr 3,September,3,78,Detained
2019,Qtr 3,September,3,151,ROR/Bonded
2019,Qtr 3,September,4,42,Detained
2019,Qtr 3,September,4,143,ROR/Bonded
2019,Qtr 3,September,5,82,Detained
2019,Qtr 3,September,5,150,ROR/Bonded
2019,Qtr 3,September,6,111,Detained
2019,Qtr 3,September,6,116,ROR/Bonded
2019,Qtr 3,September,9,41,Detained
2019,Qtr 3,September,9,125,ROR/Bonded
2019,Qtr 3,September,10,76,Detained
2019,Qtr 3,September,10,147,ROR/Bonded
2019,Qtr 3,September,11,177,Detained
2019,Qtr 3,September,11,113,ROR/Bonded
2019,Qtr 3,September,12,167,Detained
2019,Qtr 3,September,12,147,ROR/Bonded
2019,Qtr 3,September,13,38,Detained
2019,Qtr 3,September,13,154,ROR/Bonded
2019,Qtr 3,September,16,37,Detained
2019,Qtr 3,September,16,131,ROR/Bonded
2019,Qtr 3,September,17,135,Detained
2019,Qtr 3,September,17,171,ROR/Bonded
2019,Qtr 3,September,18,179,Detained
2019,Qtr 3,September,18,142,ROR/Bonded
2019,Qtr 3,September,19,23,Detained
2019,Qtr 3,September,19,198,ROR/Bonded
2019,Qtr 3,September,20,538,Detained
2019,Qtr 3,September,20,165,ROR/Bonded
2019,Qtr 3,September,23,129,Detained
2019,Qtr 3,September,23,135,ROR/Bonded
2019,Qtr 3,September,24,34,Detained
2019,Qtr 3,September,24,123,ROR/Bonded
2019,Qtr 3,September,25,43,Detained
2019,Qtr 3,September,25,113,ROR/Bonded
2019,Qtr 3,September,26,71,Detained
2019,Qtr 3,September,26,176,ROR/Bonded
2019,Qtr 3,September,27,369,Detained
2019,Qtr 3,September,27,158,ROR/Bonded
2019,Qtr 3,September,29,208,ROR/Bonded
2019,Qtr 3,September,30,124,Detained
2019,Qtr 3,September,30,148,ROR/Bonded
2019,Qtr 4,October,1,275,Detained
2019,Qtr 4,October,1,120,ROR/Bonded
2019,Qtr 4,October,2,29,Detained
2019,Qtr 4,October,2,142,ROR/Bonded
2019,Qtr 4,October,3,78,Detained
2019,Qtr 4,October,3,165,ROR/Bonded
2019,Qtr 4,October,4,143,Detained
2019,Qtr 4,October,4,100,ROR/Bonded
2019,Qtr 4,October,7,27,Detained
2019,Qtr 4,October,7,124,ROR/Bonded
2019,Qtr 4,October,8,113,Detained
2019,Qtr 4,October,8,139,ROR/Bonded
2019,Qtr 4,October,9,58,Detained
2019,Qtr 4,October,9,125,ROR/Bonded
2019,Qtr 4,October,10,44,Detained
2019,Qtr 4,October,10,143,ROR/Bonded
2019,Qtr 4,October,11,4,Detained
2019,Qtr 4,October,11,141,ROR/Bonded
2019,Qtr 4,October,14,84,ROR/Bonded
2019,Qtr 4,October,15,67,Detained
2019,Qtr 4,October,15,169,ROR/Bonded
2019,Qtr 4,October,16,111,Detained
2019,Qtr 4,October,16,147,ROR/Bonded
2019,Qtr 4,October,17,33,Detained
2019,Qtr 4,October,17,137,ROR/Bonded
2019,Qtr 4,October,18,151,Detained
2019,Qtr 4,October,18,223,ROR/Bonded
2019,Qtr 4,October,21,130,Detained
2019,Qtr 4,October,21,124,ROR/Bonded
2019,Qtr 4,October,22,66,Detained
2019,Qtr 4,October,22,165,ROR/Bonded
2019,Qtr 4,October,23,85,Detained
2019,Qtr 4,October,23,148,ROR/Bonded
2019,Qtr 4,October,24,21,Detained
2019,Qtr 4,October,24,195,ROR/Bonded
2019,Qtr 4,October,25,37,Detained
2019,Qtr 4,October,25,102,ROR/Bonded
2019,Qtr 4,October,28,6,Detained
2019,Qtr 4,October,28,166,ROR/Bonded
2019,Qtr 4,October,29,63,Detained
2019,Qtr 4,October,29,153,ROR/Bonded
2019,Qtr 4,October,30,80,Detained
2019,Qtr 4,October,30,158,ROR/Bonded
2019,Qtr 4,October,31,24,Detained
2019,Qtr 4,October,31,281,ROR/Bonded
2019,Qtr 4,November,1,318,Detained
2019,Qtr 4,November,1,156,ROR/Bonded
2019,Qtr 4,November,4,32,Detained
2019,Qtr 4,November,4,114,ROR/Bonded
2019,Qtr 4,November,5,69,Detained
2019,Qtr 4,November,5,148,ROR/Bonded
2019,Qtr 4,November,6,141,Detained
2019,Qtr 4,November,6,146,ROR/Bonded
2019,Qtr 4,November,7,28,Detained
2019,Qtr 4,November,7,170,ROR/Bonded
2019,Qtr 4,November,8,31,Detained
2019,Qtr 4,November,8,140,ROR/Bonded
2019,Qtr 4,November,11,81,ROR/Bonded
2019,Qtr 4,November,12,84,Detained
2019,Qtr 4,November,12,104,ROR/Bonded
2019,Qtr 4,November,13,65,Detained
2019,Qtr 4,November,13,127,ROR/Bonded
2019,Qtr 4,November,14,24,Detained
2019,Qtr 4,November,14,161,ROR/Bonded
2019,Qtr 4,November,15,50,Detained
2019,Qtr 4,November,15,177,ROR/Bonded
2019,Qtr 4,November,18,153,Detained
2019,Qtr 4,November,18,158,ROR/Bonded
2019,Qtr 4,November,19,40,Detained
2019,Qtr 4,November,19,145,ROR/Bonded
2019,Qtr 4,November,20,77,Detained
2019,Qtr 4,November,20,146,ROR/Bonded
2019,Qtr 4,November,21,110,Detained
2019,Qtr 4,November,21,197,ROR/Bonded
2019,Qtr 4,November,22,213,Detained
2019,Qtr 4,November,22,178,ROR/Bonded
2019,Qtr 4,November,25,70,Detained
2019,Qtr 4,November,25,147,ROR/Bonded
2019,Qtr 4,November,26,50,Detained
2019,Qtr 4,November,26,162,ROR/Bonded
2019,Qtr 4,November,27,13,Detained
2019,Qtr 4,November,27,133,ROR/Bonded
2019,Qtr 4,December,1,366,ROR/Bonded
2019,Qtr 4,December,2,19,Detained
2019,Qtr 4,December,2,148,ROR/Bonded
2019,Qtr 4,December,3,129,Detained
2019,Qtr 4,December,3,115,ROR/Bonded
2019,Qtr 4,December,4,42,Detained
2019,Qtr 4,December,4,144,ROR/Bonded
2019,Qtr 4,December,5,44,Detained
2019,Qtr 4,December,5,220,ROR/Bonded
2019,Qtr 4,December,6,170,Detained
2019,Qtr 4,December,6,226,ROR/Bonded
2019,Qtr 4,December,9,27,Detained
2019,Qtr 4,December,9,161,ROR/Bonded
2019,Qtr 4,December,10,54,Detained
2019,Qtr 4,December,10,118,ROR/Bonded
2019,Qtr 4,December,11,104,Detained
2019,Qtr 4,December,11,142,ROR/Bonded
2019,Qtr 4,December,12,171,Detained
2019,Qtr 4,December,12,192,ROR/Bonded
2019,Qtr 4,December,13,50,Detained
2019,Qtr 4,December,13,147,ROR/Bonded
2019,Qtr 4,December,15,167,Detained
2019,Qtr 4,December,16,340,Detained
2019,Qtr 4,December,16,117,ROR/Bonded
2019,Qtr 4,December,17,42,Detained
2019,Qtr 4,December,17,120,ROR/Bonded
2019,Qtr 4,December,18,174,Detained
2019,Qtr 4,December,18,124,ROR/Bonded
2019,Qtr 4,December,19,122,Detained
2019,Qtr 4,December,19,180,ROR/Bonded
2019,Qtr 4,December,20,28,Detained
2019,Qtr 4,December,20,192,ROR/Bonded
2019,Qtr 4,December,23,120,Detained
2019,Qtr 4,December,23,123,ROR/Bonded
2019,Qtr 4,December,24,106,Detained
2019,Qtr 4,December,24,195,ROR/Bonded
2019,Qtr 4,December,26,21,Detained
2019,Qtr 4,December,26,120,ROR/Bonded
2019,Qtr 4,December,27,8,Detained
2019,Qtr 4,December,27,212,ROR/Bonded
2019,Qtr 4,December,30,76,Detained
2019,Qtr 4,December,30,173,ROR/Bonded
2019,Qtr 4,December,31,49,Detained
2019,Qtr 4,December,31,143,ROR/Bonded
2020,Qtr 1,January,2,49,Detained
2020,Qtr 1,January,2,224,ROR/Bonded
2020,Qtr 1,January,3,72,Detained
2020,Qtr 1,January,3,483,ROR/Bonded
2020,Qtr 1,January,5,3384,ROR/Bonded
2020,Qtr 1,January,6,110,Detained
2020,Qtr 1,January,6,149,ROR/Bonded
2020,Qtr 1,January,7,35,Detained
2020,Qtr 1,January,7,118,ROR/Bonded
2020,Qtr 1,January,8,29,Detained
2020,Qtr 1,January,8,177,ROR/Bonded
2020,Qtr 1,January,9,89,Detained
2020,Qtr 1,January,9,178,ROR/Bonded
2020,Qtr 1,January,10,205,Detained
2020,Qtr 1,January,10,123,ROR/Bonded
2020,Qtr 1,January,12,7279,ROR/Bonded
2020,Qtr 1,January,13,16,Detained
2020,Qtr 1,January,13,134,ROR/Bonded
2020,Qtr 1,January,14,80,Detained
2020,Qtr 1,January,14,162,ROR/Bonded
2020,Qtr 1,January,15,57,Detained
2020,Qtr 1,January,15,142,ROR/Bonded
2020,Qtr 1,January,16,24,Detained
2020,Qtr 1,January,16,176,ROR/Bonded
2020,Qtr 1,January,17,22,Detained
2020,Qtr 1,January,17,198,ROR/Bonded
2020,Qtr 1,January,19,142,ROR/Bonded
2020,Qtr 1,January,21,19,Detained
2020,Qtr 1,January,21,154,ROR/Bonded
2020,Qtr 1,January,22,84,Detained
2020,Qtr 1,January,22,139,ROR/Bonded
2020,Qtr 1,January,23,31,Detained
2020,Qtr 1,January,23,118,ROR/Bonded
2020,Qtr 1,January,24,17,Detained
2020,Qtr 1,January,24,171,ROR/Bonded
2020,Qtr 1,January,27,48,Detained
2020,Qtr 1,January,27,162,ROR/Bonded
2020,Qtr 1,January,28,126,Detained
2020,Qtr 1,January,28,192,ROR/Bonded
2020,Qtr 1,January,29,72,Detained
2020,Qtr 1,January,29,131,ROR/Bonded
2020,Qtr 1,January,30,24,Detained
2020,Qtr 1,January,30,211,ROR/Bonded
2020,Qtr 1,January,31,24,Detained
2020,Qtr 1,January,31,183,ROR/Bonded
2020,Qtr 1,February,3,52,Detained
2020,Qtr 1,February,3,156,ROR/Bonded
2020,Qtr 1,February,4,55,Detained
2020,Qtr 1,February,4,115,ROR/Bonded
2020,Qtr 1,February,5,28,Detained
2020,Qtr 1,February,5,121,ROR/Bonded
2020,Qtr 1,February,6,108,Detained
2020,Qtr 1,February,6,199,ROR/Bonded
2020,Qtr 1,February,7,10,Detained
2020,Qtr 1,February,7,212,ROR/Bonded
2020,Qtr 1,February,10,93,Detained
2020,Qtr 1,February,10,127,ROR/Bonded
2020,Qtr 1,February,11,90,Detained
2020,Qtr 1,February,11,138,ROR/Bonded
2020,Qtr 1,February,13,106,Detained
2020,Qtr 1,February,13,270,ROR/Bonded
2020,Qtr 1,February,14,34,Detained
2020,Qtr 1,February,14,147,ROR/Bonded
2020,Qtr 1,February,18,22,Detained
2020,Qtr 1,February,18,195,ROR/Bonded
2020,Qtr 1,February,19,36,Detained
2020,Qtr 1,February,19,146,ROR/Bonded
2020,Qtr 1,February,20,24,Detained
2020,Qtr 1,February,20,188,ROR/Bonded
2020,Qtr 1,February,21,8,Detained
2020,Qtr 1,February,21,193,ROR/Bonded
2020,Qtr 1,February,24,69,Detained
2020,Qtr 1,February,24,174,ROR/Bonded
2020,Qtr 1,February,25,40,Detained
2020,Qtr 1,February,25,110,ROR/Bonded
2020,Qtr 1,February,26,146,Detained
2020,Qtr 1,February,26,187,ROR/Bonded
2020,Qtr 1,February,27,50,Detained
2020,Qtr 1,February,27,182,ROR/Bonded
2020,Qtr 1,February,28,38,Detained
2020,Qtr 1,February,28,200,ROR/Bonded
2020,Qtr 1,March,2,119,Detained
2020,Qtr 1,March,2,139,ROR/Bonded
2020,Qtr 1,March,3,348,Detained
2020,Qtr 1,March,3,148,ROR/Bonded
2020,Qtr 1,March,4,123,Detained
2020,Qtr 1,March,4,129,ROR/Bonded
2020,Qtr 1,March,5,9,Detained
2020,Qtr 1,March,5,183,ROR/Bonded
2020,Qtr 1,March,6,19,Detained
2020,Qtr 1,March,6,147,ROR/Bonded
2020,Qtr 1,March,9,74,Detained
2020,Qtr 1,March,9,137,ROR/Bonded
2020,Qtr 1,March,10,77,Detained
2020,Qtr 1,March,10,132,ROR/Bonded
2020,Qtr 1,March,11,110,Detained
2020,Qtr 1,March,11,162,ROR/Bonded
2020,Qtr 1,March,12,118,Detained
2020,Qtr 1,March,12,196,ROR/Bonded
2020,Qtr 1,March,13,255,Detained
2020,Qtr 1,March,13,143,ROR/Bonded
2020,Qtr 1,March,16,33,Detained
2020,Qtr 1,March,16,108,ROR/Bonded
2020,Qtr 1,March,17,140,Detained
2020,Qtr 1,March,17,178,ROR/Bonded
2020,Qtr 1,March,18,2,Detained
2020,Qtr 1,March,18,203,ROR/Bonded
2020,Qtr 1,March,19,14,Detained
2020,Qtr 1,March,19,279,ROR/Bonded
2020,Qtr 1,March,20,67,Detained
2020,Qtr 1,March,20,608,ROR/Bonded
2020,Qtr 1,March,23,167,Detained
2020,Qtr 1,March,23,156,ROR/Bonded
2020,Qtr 1,March,24,4,Detained
2020,Qtr 1,March,24,258,ROR/Bonded
2020,Qtr 1,March,25,2,Detained
2020,Qtr 1,March,25,73,ROR/Bonded
2020,Qtr 1,March,26,90,Detained
2020,Qtr 1,March,26,233,ROR/Bonded
2020,Qtr 1,March,27,21,Detained
2020,Qtr 1,March,27,32,ROR/Bonded
2020,Qtr 1,March,30,196,ROR/Bonded
2020,Qtr 2,April,1,15,Detained
2020,Qtr 2,April,1,317,ROR/Bonded
2020,Qtr 2,April,2,234,Detained
2020,Qtr 2,April,2,827,ROR/Bonded
2020,Qtr 2,April,3,37,ROR/Bonded
2020,Qtr 2,April,6,25,Detained
2020,Qtr 2,April,7,1,Detained
2020,Qtr 2,April,8,170,ROR/Bonded
2020,Qtr 2,April,9,231,ROR/Bonded
2020,Qtr 2,April,10,9,Detained
2020,Qtr 2,April,10,326,ROR/Bonded
2020,Qtr 2,April,12,431,ROR/Bonded
2020,Qtr 2,April,13,67,Detained
2020,Qtr 2,April,13,155,ROR/Bonded
2020,Qtr 2,April,14,172,Detained
2020,Qtr 2,April,14,162,ROR/Bonded
2020,Qtr 2,April,15,44,Detained
2020,Qtr 2,April,15,898,ROR/Bonded
2020,Qtr 2,April,16,8,Detained
2020,Qtr 2,April,16,339,ROR/Bonded
2020,Qtr 2,April,17,36,Detained
2020,Qtr 2,April,17,168,ROR/Bonded
2020,Qtr 2,April,20,51,Detained
2020,Qtr 2,April,21,1050,Detained
2020,Qtr 2,April,21,287,ROR/Bonded
2020,Qtr 2,April,22,237,Detained
2020,Qtr 2,April,22,183,ROR/Bonded
2020,Qtr 2,April,23,35,Detained
2020,Qtr 2,April,23,101,ROR/Bonded
2020,Qtr 2,April,24,157,Detained
2020,Qtr 2,April,27,11,Detained
2020,Qtr 2,April,28,302,ROR/Bonded
2020,Qtr 2,April,29,3633,Detained
2020,Qtr 2,April,29,3374,ROR/Bonded
2020,Qtr 2,April,30,226,Detained
2020,Qtr 2,April,30,278,ROR/Bonded
2020,Qtr 2,May,1,80,Detained
2020,Qtr 2,May,1,150,ROR/Bonded
2020,Qtr 2,May,4,11,Detained
2020,Qtr 2,May,4,101,ROR/Bonded
2020,Qtr 2,May,5,258,ROR/Bonded
2020,Qtr 2,May,6,19,Detained
2020,Qtr 2,May,6,85,ROR/Bonded
2020,Qtr 2,May,7,744,ROR/Bonded
2020,Qtr 2,May,8,13,Detained
2020,Qtr 2,May,9,478,Detained
2020,Qtr 2,May,11,585,ROR/Bonded
2020,Qtr 2,May,12,4,Detained
2020,Qtr 2,May,12,558,ROR/Bonded
2020,Qtr 2,May,13,260,Detained
2020,Qtr 2,May,13,475,ROR/Bonded
2020,Qtr 2,May,14,455,Detained
2020,Qtr 2,May,14,1240,ROR/Bonded
2020,Qtr 2,May,15,4,Detained
2020,Qtr 2,May,15,312,ROR/Bonded
2020,Qtr 2,May,18,44,Detained
2020,Qtr 2,May,19,36,Detained
2020,Qtr 2,May,19,687,ROR/Bonded
2020,Qtr 2,May,20,41,Detained
2020,Qtr 2,May,20,1586,ROR/Bonded
2020,Qtr 2,May,21,2155,Detained
2020,Qtr 2,May,21,2320,ROR/Bonded
2020,Qtr 2,May,22,184,Detained
2020,Qtr 2,May,22,1624,ROR/Bonded
2020,Qtr 2,May,24,837,ROR/Bonded
2020,Qtr 2,May,26,1748,ROR/Bonded
2020,Qtr 2,May,27,3886,Detained
2020,Qtr 2,May,27,1268,ROR/Bonded
2020,Qtr 2,May,28,104,Detained
2020,Qtr 2,May,28,3709,ROR/Bonded
2020,Qtr 2,May,29,91,Detained
2020,Qtr 2,May,29,180,ROR/Bonded
2020,Qtr 2,June,2,197,Detained
2020,Qtr 2,June,2,197,ROR/Bonded
2020,Qtr 2,June,3,35,Detained
2020,Qtr 2,June,4,286,Detained
2020,Qtr 2,June,4,353,ROR/Bonded
2020,Qtr 2,June,5,81,Detained
2020,Qtr 2,June,5,575,ROR/Bonded
2020,Qtr 2,June,9,99,Detained
2020,Qtr 2,June,9,1914,ROR/Bonded
2020,Qtr 2,June,10,50,Detained
2020,Qtr 2,June,10,541,ROR/Bonded
2020,Qtr 2,June,11,126,Detained
2020,Qtr 2,June,11,724,ROR/Bonded
2020,Qtr 2,June,12,97,Detained
2020,Qtr 2,June,12,185,ROR/Bonded
2020,Qtr 2,June,15,56,Detained
2020,Qtr 2,June,15,416,ROR/Bonded
2020,Qtr 2,June,16,94,Detained
2020,Qtr 2,June,16,253,ROR/Bonded
2020,Qtr 2,June,17,43,Detained
2020,Qtr 2,June,17,216,ROR/Bonded
2020,Qtr 2,June,18,184,Detained
2020,Qtr 2,June,18,213,ROR/Bonded
2020,Qtr 2,June,19,421,ROR/Bonded
2020,Qtr 2,June,22,73,Detained
2020,Qtr 2,June,22,195,ROR/Bonded
2020,Qtr 2,June,23,82,Detained
2020,Qtr 2,June,23,182,ROR/Bonded
2020,Qtr 2,June,24,246,Detained
2020,Qtr 2,June,24,201,ROR/Bonded
2020,Qtr 2,June,25,241,Detained
2020,Qtr 2,June,25,160,ROR/Bonded
2020,Qtr 2,June,26,302,Detained
2020,Qtr 2,June,26,322,ROR/Bonded
2020,Qtr 2,June,29,269,ROR/Bonded
2020,Qtr 2,June,30,384,Detained
2020,Qtr 2,June,30,178,ROR/Bonded
2020,Qtr 3,July,1,91,Detained
2020,Qtr 3,July,1,170,ROR/Bonded
2020,Qtr 3,July,2,120,Detained
2020,Qtr 3,July,2,253,ROR/Bonded
2020,Qtr 3,July,3,108,Detained
2020,Qtr 3,July,6,95,Detained
2020,Qtr 3,July,6,498,ROR/Bonded
2020,Qtr 3,July,7,138,Detained
2020,Qtr 3,July,7,240,ROR/Bonded
2020,Qtr 3,July,8,54,Detained
2020,Qtr 3,July,8,232,ROR/Bonded
2020,Qtr 3,July,9,77,Detained
2020,Qtr 3,July,9,296,ROR/Bonded
2020,Qtr 3,July,10,55,Detained
2020,Qtr 3,July,10,227,ROR/Bonded
2020,Qtr 3,July,13,55,Detained
2020,Qtr 3,July,13,257,ROR/Bonded
2020,Qtr 3,July,14,83,Detained
2020,Qtr 3,July,14,201,ROR/Bonded
2020,Qtr 3,July,15,116,Detained
2020,Qtr 3,July,15,262,ROR/Bonded
2020,Qtr 3,July,16,121,Detained
2020,Qtr 3,July,16,197,ROR/Bonded
2020,Qtr 3,July,17,93,Detained
2020,Qtr 3,July,17,316,ROR/Bonded
2020,Qtr 3,July,20,94,Detained
2020,Qtr 3,July,20,2079,ROR/Bonded
2020,Qtr 3,July,21,102,Detained
2020,Qtr 3,July,21,266,ROR/Bonded
2020,Qtr 3,July,22,30,Detained
2020,Qtr 3,July,22,232,ROR/Bonded
2020,Qtr 3,July,23,675,Detained
2020,Qtr 3,July,23,210,ROR/Bonded
2020,Qtr 3,July,24,189,Detained
2020,Qtr 3,July,24,292,ROR/Bonded
2020,Qtr 3,July,27,100,Detained
2020,Qtr 3,July,27,212,ROR/Bonded
2020,Qtr 3,July,28,106,Detained
2020,Qtr 3,July,28,227,ROR/Bonded
2020,Qtr 3,July,29,61,Detained
2020,Qtr 3,July,29,200,ROR/Bonded
2020,Qtr 3,July,30,163,Detained
2020,Qtr 3,July,30,206,ROR/Bonded
2020,Qtr 3,July,31,102,Detained
2020,Qtr 3,July,31,270,ROR/Bonded
2020,Qtr 3,August,3,101,Detained
2020,Qtr 3,August,3,313,ROR/Bonded
2020,Qtr 3,August,4,28,Detained
2020,Qtr 3,August,4,221,ROR/Bonded
2020,Qtr 3,August,5,1291,Detained
2020,Qtr 3,August,5,234,ROR/Bonded
2020,Qtr 3,August,6,45,Detained
2020,Qtr 3,August,6,348,ROR/Bonded
2020,Qtr 3,August,7,88,Detained
2020,Qtr 3,August,7,910,ROR/Bonded
2020,Qtr 3,August,10,202,Detained
2020,Qtr 3,August,10,208,ROR/Bonded
2020,Qtr 3,August,11,131,Detained
2020,Qtr 3,August,11,244,ROR/Bonded
2020,Qtr 3,August,12,113,Detained
2020,Qtr 3,August,12,167,ROR/Bonded
2020,Qtr 3,August,13,105,Detained
2020,Qtr 3,August,13,215,ROR/Bonded
2020,Qtr 3,August,14,588,Detained
2020,Qtr 3,August,14,266,ROR/Bonded
2020,Qtr 3,August,17,77,Detained
2020,Qtr 3,August,17,252,ROR/Bonded
2020,Qtr 3,August,18,347,Detained
2020,Qtr 3,August,18,185,ROR/Bonded
2020,Qtr 3,August,19,107,Detained
2020,Qtr 3,August,19,299,ROR/Bonded
2020,Qtr 3,August,20,92,Detained
2020,Qtr 3,August,20,182,ROR/Bonded
2020,Qtr 3,August,21,194,Detained
2020,Qtr 3,August,21,220,ROR/Bonded
2020,Qtr 3,August,24,171,Detained
2020,Qtr 3,August,24,226,ROR/Bonded
2020,Qtr 3,August,25,29,Detained
2020,Qtr 3,August,25,186,ROR/Bonded
2020,Qtr 3,August,26,134,Detained
2020,Qtr 3,August,26,230,ROR/Bonded
2020,Qtr 3,August,27,26,Detained
2020,Qtr 3,August,27,196,ROR/Bonded
2020,Qtr 3,August,28,1406,Detained
2020,Qtr 3,August,28,98,ROR/Bonded
2020,Qtr 3,August,31,60,Detained
2020,Qtr 3,August,31,238,ROR/Bonded
2020,Qtr 3,September,1,178,Detained
2020,Qtr 3,September,1,250,ROR/Bonded
2020,Qtr 3,September,2,106,Detained
2020,Qtr 3,September,2,212,ROR/Bonded
2020,Qtr 3,September,3,89,Detained
2020,Qtr 3,September,3,195,ROR/Bonded
2020,Qtr 3,September,4,32,Detained
2020,Qtr 3,September,4,312,ROR/Bonded
2020,Qtr 3,September,8,27,Detained
2020,Qtr 3,September,8,253,ROR/Bonded
2020,Qtr 3,September,9,184,Detained
2020,Qtr 3,September,9,284,ROR/Bonded
2020,Qtr 3,September,10,149,Detained
2020,Qtr 3,September,10,224,ROR/Bonded
2020,Qtr 3,September,11,136,Detained
2020,Qtr 3,September,11,238,ROR/Bonded
2020,Qtr 3,September,14,126,Detained
2020,Qtr 3,September,14,299,ROR/Bonded
2020,Qtr 3,September,15,49,Detained
2020,Qtr 3,September,15,230,ROR/Bonded
2020,Qtr 3,September,16,126,Detained
2020,Qtr 3,September,16,279,ROR/Bonded
2020,Qtr 3,September,17,189,Detained
