Year,Quarter,Month,Day,AllCasesSort,DEF_RACE
2022,Qtr 4,November,10,4,Latino
2022,Qtr 4,November,14,2,Latino
2022,Qtr 4,November,15,4,Latino
2022,Qtr 4,November,16,2,Latino
2022,Qtr 4,November,17,4,Latino
2022,Qtr 4,November,18,5,Latino
2022,Qtr 4,November,21,2,Latino
2022,Qtr 4,November,22,3,Latino
2022,Qtr 4,November,23,1,Latino
2022,Qtr 4,November,28,1,Latino
2022,Qtr 4,November,29,4,Latino
2022,Qtr 4,December,6,2,Latino
2022,Qtr 4,December,7,1,Latino
2022,Qtr 4,December,8,1,Latino
2022,Qtr 4,December,9,1,Latino
2022,Qtr 4,December,14,3,Latino
2022,Qtr 4,December,15,2,Latino
2022,Qtr 4,December,16,1,Latino
2022,Qtr 4,December,19,1,Latino
2022,Qtr 4,December,22,1,Latino
2022,Qtr 4,December,23,1,Latino
2022,Qtr 4,December,27,2,Latino
2022,Qtr 4,December,28,1,Latino
2022,Qtr 4,December,29,2,Latino
2023,Qtr 1,January,3,1,Latino
2023,Qtr 1,January,5,1,Latino
2023,Qtr 1,January,6,2,Latino
2023,Qtr 1,January,9,1,Latino
2023,Qtr 1,January,10,3,Latino
2023,Qtr 1,January,12,1,Latino
2023,Qtr 1,January,13,1,Latino
2023,Qtr 1,January,17,2,Latino
2023,Qtr 1,January,18,1,Latino
2023,Qtr 1,January,19,3,Latino
2023,Qtr 1,January,20,1,Latino
2023,Qtr 1,January,23,1,Latino
2023,Qtr 1,January,24,2,Latino
2023,Qtr 1,January,25,2,Latino
2023,Qtr 1,January,26,1,Latino
2023,Qtr 1,January,30,2,Latino
2023,Qtr 1,January,31,1,Latino
2023,Qtr 1,February,2,2,Latino
2023,Qtr 1,February,6,2,Latino
2023,Qtr 1,February,7,1,Latino
2023,Qtr 1,February,8,3,Latino
2023,Qtr 1,February,9,2,Latino
2023,Qtr 1,February,13,1,Latino
2023,Qtr 1,February,14,3,Latino
2023,Qtr 1,February,16,2,Latino
2023,Qtr 1,February,23,1,Latino
2023,Qtr 1,February,24,1,Latino
2023,Qtr 1,February,27,4,Latino
2023,Qtr 1,February,28,8,Latino
2023,Qtr 1,March,1,3,Latino
2023,Qtr 1,March,3,3,Latino
2023,Qtr 1,March,6,1,Latino
2023,Qtr 1,March,7,3,Latino
2023,Qtr 1,March,8,3,Latino
2023,Qtr 1,March,9,1,Latino
2023,Qtr 1,March,10,1,Latino
2023,Qtr 1,March,13,2,Latino
2023,Qtr 1,March,14,3,Latino
2023,Qtr 1,March,15,3,Latino
2023,Qtr 1,March,17,1,Latino
2023,Qtr 1,March,20,1,Latino
2023,Qtr 1,March,21,2,Latino
2023,Qtr 1,March,22,1,Latino
2023,Qtr 1,March,23,4,Latino
2023,Qtr 1,March,24,1,Latino
2023,Qtr 1,March,27,5,Latino
2023,Qtr 1,March,28,2,Latino
2023,Qtr 1,March,29,2,Latino
2023,Qtr 2,April,3,2,Latino
2023,Qtr 2,April,4,2,Latino
2023,Qtr 2,April,7,3,Latino
2023,Qtr 2,April,12,2,Latino
2023,Qtr 2,April,13,2,Latino
2023,Qtr 2,April,17,2,Latino
2023,Qtr 2,April,19,1,Latino
2023,Qtr 2,April,20,3,Latino
2023,Qtr 2,April,21,3,Latino
2023,Qtr 2,April,24,4,Latino
2023,Qtr 2,April,25,3,Latino
2023,Qtr 2,April,27,3,Latino
2023,Qtr 2,April,28,3,Latino
2023,Qtr 2,May,1,4,Latino
2023,Qtr 2,May,2,4,Latino
2023,Qtr 2,May,3,1,Latino
2023,Qtr 2,May,4,1,Latino
2023,Qtr 2,May,5,3,Latino
2023,Qtr 2,May,8,4,Latino
2023,Qtr 2,May,9,2,Latino
2023,Qtr 2,May,10,1,Latino
2023,Qtr 2,May,11,2,Latino
2023,Qtr 2,May,12,2,Latino
2023,Qtr 2,May,15,1,Latino
2023,Qtr 2,May,16,5,Latino
2023,Qtr 2,May,17,1,Latino
2023,Qtr 2,May,19,1,Latino
2023,Qtr 2,May,22,2,Latino
2023,Qtr 2,May,24,2,Latino
2023,Qtr 2,May,25,3,Latino
2023,Qtr 2,May,30,3,Latino
2023,Qtr 2,May,31,1,Latino
2023,Qtr 2,June,2,1,Latino
2023,Qtr 2,June,5,6,Latino
2023,Qtr 2,June,6,3,Latino
2023,Qtr 2,June,7,2,Latino
2023,Qtr 2,June,8,1,Latino
2023,Qtr 2,June,12,3,Latino
2023,Qtr 2,June,13,3,Latino
2023,Qtr 2,June,14,2,Latino
2023,Qtr 2,June,15,2,Latino
2023,Qtr 2,June,20,1,Latino
2023,Qtr 2,June,21,1,Latino
2023,Qtr 2,June,22,1,Latino
2023,Qtr 2,June,26,3,Latino
2023,Qtr 2,June,27,2,Latino
2023,Qtr 2,June,28,2,Latino
2023,Qtr 2,June,29,4,Latino
2023,Qtr 3,July,3,2,Latino
2023,Qtr 3,July,5,5,Latino
2023,Qtr 3,July,6,3,Latino
2023,Qtr 3,July,7,1,Latino
2023,Qtr 3,July,11,3,Latino
2023,Qtr 3,July,12,1,Latino
2023,Qtr 3,July,13,2,Latino
2023,Qtr 3,July,14,1,Latino
2023,Qtr 3,July,15,1,Latino
2023,Qtr 3,July,17,2,Latino
2023,Qtr 3,July,18,4,Latino
2023,Qtr 3,July,19,3,Latino
2023,Qtr 3,July,20,2,Latino
2023,Qtr 3,July,21,1,Latino
2023,Qtr 3,July,26,3,Latino
2023,Qtr 3,July,27,1,Latino
2023,Qtr 3,July,28,1,Latino
2023,Qtr 3,July,31,2,Latino
2023,Qtr 3,August,1,2,Latino
2023,Qtr 3,August,2,3,Latino
2023,Qtr 3,August,4,2,Latino
2023,Qtr 3,August,7,3,Latino
2023,Qtr 3,August,8,1,Latino
2023,Qtr 3,August,9,1,Latino
2023,Qtr 3,August,11,1,Latino
2023,Qtr 3,August,14,2,Latino
2023,Qtr 3,August,16,1,Latino
2023,Qtr 3,August,17,3,Latino
2023,Qtr 3,August,18,1,Latino
2023,Qtr 3,August,21,2,Latino
2023,Qtr 3,August,22,1,Latino
2023,Qtr 3,August,23,3,Latino
2023,Qtr 3,August,28,4,Latino
2023,Qtr 3,August,30,1,Latino
2023,Qtr 3,August,31,2,Latino
2023,Qtr 3,September,1,1,Latino
2023,Qtr 3,September,5,3,Latino
2023,Qtr 3,September,6,6,Latino
2023,Qtr 3,September,7,2,Latino
2023,Qtr 3,September,8,3,Latino
2023,Qtr 3,September,11,2,Latino
2023,Qtr 3,September,14,5,Latino
2023,Qtr 3,September,15,1,Latino
2023,Qtr 3,September,18,1,Latino
2023,Qtr 3,September,19,4,Latino
2023,Qtr 3,September,20,5,Latino
2023,Qtr 3,September,21,1,Latino
2023,Qtr 3,September,22,1,Latino
2023,Qtr 3,September,25,2,Latino
2023,Qtr 3,September,26,4,Latino
2023,Qtr 3,September,27,6,Latino
2023,Qtr 3,September,28,1,Latino
2023,Qtr 3,September,29,1,Latino
2023,Qtr 4,October,2,2,Latino
2023,Qtr 4,October,3,3,Latino
2023,Qtr 4,October,4,2,Latino
2023,Qtr 4,October,5,1,Latino
2023,Qtr 4,October,9,1,Latino
2023,Qtr 4,October,10,3,Latino
2023,Qtr 4,October,11,1,Latino
2023,Qtr 4,October,12,1,Latino
2023,Qtr 4,October,13,3,Latino
2023,Qtr 4,October,14,1,Latino
2023,Qtr 4,October,16,2,Latino
2023,Qtr 4,October,17,4,Latino
2023,Qtr 4,October,18,6,Latino
2023,Qtr 4,October,20,1,Latino
2023,Qtr 4,October,23,3,Latino
2023,Qtr 4,October,24,4,Latino
2023,Qtr 4,October,25,1,Latino
2023,Qtr 4,October,26,4,Latino
2023,Qtr 4,October,27,2,Latino
2023,Qtr 4,October,30,4,Latino
2023,Qtr 4,October,31,7,Latino
2023,Qtr 4,November,1,1,Latino
2023,Qtr 4,November,3,3,Latino
2023,Qtr 4,November,6,3,Latino
2023,Qtr 4,November,7,4,Latino
2023,Qtr 4,November,8,4,Latino
2023,Qtr 4,November,9,1,Latino
2023,Qtr 4,November,14,1,Latino
2023,Qtr 4,November,15,2,Latino
2023,Qtr 4,November,21,3,Latino
2023,Qtr 4,November,22,2,Latino
2023,Qtr 4,November,26,1,Latino
2023,Qtr 4,November,27,5,Latino
2023,Qtr 4,November,28,5,Latino
2023,Qtr 4,November,29,2,Latino
2023,Qtr 4,November,30,1,Latino
2023,Qtr 4,December,1,1,Latino
2023,Qtr 4,December,4,2,Latino
2023,Qtr 4,December,5,2,Latino
2023,Qtr 4,December,7,2,Latino
2023,Qtr 4,December,8,3,Latino
2023,Qtr 4,December,9,1,Latino
2023,Qtr 4,December,11,3,Latino
2023,Qtr 4,December,12,2,Latino
2023,Qtr 4,December,13,2,Latino
2023,Qtr 4,December,14,2,Latino
2023,Qtr 4,December,15,1,Latino
2023,Qtr 4,December,18,5,Latino
2023,Qtr 4,December,19,4,Latino
2023,Qtr 4,December,20,1,Latino
2023,Qtr 4,December,21,5,Latino
2023,Qtr 4,December,26,4,Latino
2023,Qtr 4,December,27,5,Latino
2023,Qtr 4,December,28,1,Latino
2023,Qtr 4,December,29,1,Latino
2017,Qtr 1,January,3,8,White
2017,Qtr 1,January,4,9,White
2017,Qtr 1,January,5,6,White
2017,Qtr 1,January,6,14,White
2017,Qtr 1,January,9,13,White
2017,Qtr 1,January,10,6,White
2017,Qtr 1,January,11,11,White
2017,Qtr 1,January,12,13,White
2017,Qtr 1,January,13,8,White
2017,Qtr 1,January,17,4,White
2017,Qtr 1,January,18,9,White
2017,Qtr 1,January,19,4,White
2017,Qtr 1,January,20,6,White
2017,Qtr 1,January,23,1,White
2017,Qtr 1,January,24,3,White
2017,Qtr 1,January,25,7,White
2017,Qtr 1,January,26,5,White
2017,Qtr 1,January,27,12,White
2017,Qtr 1,January,28,1,White
2017,Qtr 1,January,30,7,White
2017,Qtr 1,January,31,6,White
2017,Qtr 1,February,1,7,White
2017,Qtr 1,February,2,10,White
2017,Qtr 1,February,3,8,White
2017,Qtr 1,February,6,5,White
2017,Qtr 1,February,7,7,White
2017,Qtr 1,February,8,7,White
2017,Qtr 1,February,9,17,White
2017,Qtr 1,February,10,4,White
2017,Qtr 1,February,13,9,White
2017,Qtr 1,February,14,13,White
2017,Qtr 1,February,15,4,White
2017,Qtr 1,February,16,7,White
2017,Qtr 1,February,17,4,White
2017,Qtr 1,February,21,11,White
2017,Qtr 1,February,22,6,White
2017,Qtr 1,February,23,3,White
2017,Qtr 1,February,27,7,White
2017,Qtr 1,February,28,12,White
2017,Qtr 1,March,1,10,White
2017,Qtr 1,March,2,11,White
2017,Qtr 1,March,3,6,White
2017,Qtr 1,March,6,10,White
2017,Qtr 1,March,7,6,White
2017,Qtr 1,March,8,8,White
2017,Qtr 1,March,9,14,White
2017,Qtr 1,March,10,7,White
2017,Qtr 1,March,11,1,White
2017,Qtr 1,March,13,10,White
2017,Qtr 1,March,14,15,White
2017,Qtr 1,March,15,12,White
2017,Qtr 1,March,16,7,White
2017,Qtr 1,March,17,5,White
2017,Qtr 1,March,20,5,White
2017,Qtr 1,March,21,5,White
2017,Qtr 1,March,22,8,White
2017,Qtr 1,March,23,8,White
2017,Qtr 1,March,24,8,White
2017,Qtr 1,March,27,10,White
2017,Qtr 1,March,28,11,White
2017,Qtr 1,March,29,2,White
2017,Qtr 1,March,30,8,White
2017,Qtr 1,March,31,3,White
2017,Qtr 2,April,1,1,White
2017,Qtr 2,April,2,7,White
2017,Qtr 2,April,3,12,White
2017,Qtr 2,April,4,15,White
2017,Qtr 2,April,5,3,White
2017,Qtr 2,April,6,7,White
2017,Qtr 2,April,7,7,White
2017,Qtr 2,April,8,7,White
2017,Qtr 2,April,10,11,White
2017,Qtr 2,April,11,10,White
2017,Qtr 2,April,12,11,White
2017,Qtr 2,April,13,8,White
2017,Qtr 2,April,14,5,White
2017,Qtr 2,April,16,12,White
2017,Qtr 2,April,17,6,White
2017,Qtr 2,April,18,12,White
2017,Qtr 2,April,19,18,White
2017,Qtr 2,April,20,16,White
2017,Qtr 2,April,21,13,White
2017,Qtr 2,April,22,19,White
2017,Qtr 2,April,24,11,White
2017,Qtr 2,April,25,10,White
2017,Qtr 2,April,26,13,White
2017,Qtr 2,April,27,9,White
2017,Qtr 2,April,28,5,White
2017,Qtr 2,April,29,3,White
2017,Qtr 2,May,1,10,White
2017,Qtr 2,May,2,11,White
2017,Qtr 2,May,3,18,White
2017,Qtr 2,May,4,18,White
2017,Qtr 2,May,5,7,White
2017,Qtr 2,May,6,3,White
2017,Qtr 2,May,8,12,White
2017,Qtr 2,May,9,16,White
2017,Qtr 2,May,10,5,White
2017,Qtr 2,May,11,5,White
2017,Qtr 2,May,12,4,White
2017,Qtr 2,May,15,3,White
2017,Qtr 2,May,16,15,White
2017,Qtr 2,May,17,19,White
2017,Qtr 2,May,18,16,White
2017,Qtr 2,May,19,8,White
2017,Qtr 2,May,22,10,White
2017,Qtr 2,May,23,8,White
2017,Qtr 2,May,24,5,White
2017,Qtr 2,May,25,8,White
2017,Qtr 2,May,26,5,White
2017,Qtr 2,May,30,12,White
2017,Qtr 2,May,31,7,White
2017,Qtr 2,June,1,13,White
2017,Qtr 2,June,2,9,White
2017,Qtr 2,June,5,7,White
2017,Qtr 2,June,6,6,White
2017,Qtr 2,June,7,4,White
2017,Qtr 2,June,8,7,White
2017,Qtr 2,June,9,9,White
2017,Qtr 2,June,12,9,White
2017,Qtr 2,June,13,18,White
2017,Qtr 2,June,14,6,White
2017,Qtr 2,June,15,5,White
2017,Qtr 2,June,16,9,White
2017,Qtr 2,June,19,5,White
2017,Qtr 2,June,20,12,White
2017,Qtr 2,June,21,6,White
2017,Qtr 2,June,22,4,White
2017,Qtr 2,June,23,9,White
2017,Qtr 2,June,26,10,White
2017,Qtr 2,June,27,16,White
2017,Qtr 2,June,28,12,White
2017,Qtr 2,June,29,13,White
2017,Qtr 2,June,30,9,White
2017,Qtr 3,July,3,4,White
2017,Qtr 3,July,5,6,White
2017,Qtr 3,July,6,9,White
2017,Qtr 3,July,7,7,White
2017,Qtr 3,July,8,1,White
2017,Qtr 3,July,10,6,White
2017,Qtr 3,July,11,19,White
2017,Qtr 3,July,12,15,White
2017,Qtr 3,July,13,1,White
2017,Qtr 3,July,14,4,White
2017,Qtr 3,July,17,18,White
2017,Qtr 3,July,18,10,White
2017,Qtr 3,July,19,11,White
2017,Qtr 3,July,20,4,White
2017,Qtr 3,July,21,3,White
2017,Qtr 3,July,24,7,White
2017,Qtr 3,July,25,6,White
2017,Qtr 3,July,26,13,White
2017,Qtr 3,July,27,1,White
2017,Qtr 3,July,28,3,White
2017,Qtr 3,July,30,2,White
2017,Qtr 3,July,31,14,White
2017,Qtr 3,August,1,12,White
2017,Qtr 3,August,2,10,White
2017,Qtr 3,August,3,12,White
2017,Qtr 3,August,4,5,White
2017,Qtr 3,August,7,12,White
2017,Qtr 3,August,8,15,White
2017,Qtr 3,August,9,7,White
2017,Qtr 3,August,10,8,White
2017,Qtr 3,August,11,11,White
2017,Qtr 3,August,14,11,White
2017,Qtr 3,August,15,24,White
2017,Qtr 3,August,16,5,White
2017,Qtr 3,August,17,8,White
2017,Qtr 3,August,18,2,White
2017,Qtr 3,August,19,2,White
2017,Qtr 3,August,21,8,White
2017,Qtr 3,August,22,10,White
2017,Qtr 3,August,23,9,White
2017,Qtr 3,August,24,7,White
2017,Qtr 3,August,25,3,White
2017,Qtr 3,August,28,7,White
2017,Qtr 3,August,29,7,White
2017,Qtr 3,August,30,9,White
2017,Qtr 3,August,31,7,White
2017,Qtr 3,September,1,2,White
2017,Qtr 3,September,5,8,White
2017,Qtr 3,September,6,8,White
2017,Qtr 3,September,7,8,White
2017,Qtr 3,September,8,9,White
2017,Qtr 3,September,11,10,White
2017,Qtr 3,September,12,17,White
2017,Qtr 3,September,13,10,White
2017,Qtr 3,September,14,10,White
2017,Qtr 3,September,15,2,White
2017,Qtr 3,September,18,8,White
2017,Qtr 3,September,19,10,White
2017,Qtr 3,September,20,7,White
2017,Qtr 3,September,21,4,White
2017,Qtr 3,September,22,12,White
2017,Qtr 3,September,23,1,White
2017,Qtr 3,September,25,12,White
2017,Qtr 3,September,26,7,White
2017,Qtr 3,September,27,7,White
2017,Qtr 3,September,28,1,White
2017,Qtr 3,September,29,11,White
2017,Qtr 4,October,2,10,White
2017,Qtr 4,October,3,12,White
2017,Qtr 4,October,4,12,White
2017,Qtr 4,October,5,11,White
2017,Qtr 4,October,6,6,White
2017,Qtr 4,October,9,1,White
2017,Qtr 4,October,10,4,White
2017,Qtr 4,October,11,11,White
2017,Qtr 4,October,12,20,White
2017,Qtr 4,October,13,8,White
2017,Qtr 4,October,16,17,White
2017,Qtr 4,October,17,6,White
2017,Qtr 4,October,18,13,White
2017,Qtr 4,October,19,7,White
2017,Qtr 4,October,20,3,White
2017,Qtr 4,October,23,7,White
2017,Qtr 4,October,24,8,White
2017,Qtr 4,October,25,3,White
2017,Qtr 4,October,26,10,White
2017,Qtr 4,October,27,8,White
2017,Qtr 4,October,30,10,White
2017,Qtr 4,October,31,19,White
2017,Qtr 4,November,1,9,White
2017,Qtr 4,November,2,9,White
2017,Qtr 4,November,3,12,White
2017,Qtr 4,November,6,8,White
2017,Qtr 4,November,7,9,White
2017,Qtr 4,November,8,11,White
2017,Qtr 4,November,9,7,White
2017,Qtr 4,November,12,2,White
2017,Qtr 4,November,13,7,White
2017,Qtr 4,November,14,11,White
2017,Qtr 4,November,15,11,White
2017,Qtr 4,November,16,13,White
2017,Qtr 4,November,17,9,White
2017,Qtr 4,November,19,2,White
2017,Qtr 4,November,20,8,White
2017,Qtr 4,November,21,6,White
2017,Qtr 4,November,22,9,White
2017,Qtr 4,November,27,11,White
2017,Qtr 4,November,28,9,White
2017,Qtr 4,November,29,18,White
2017,Qtr 4,November,30,8,White
2017,Qtr 4,December,1,9,White
2017,Qtr 4,December,2,1,White
2017,Qtr 4,December,4,12,White
2017,Qtr 4,December,5,9,White
2017,Qtr 4,December,6,11,White
2017,Qtr 4,December,7,10,White
2017,Qtr 4,December,8,6,White
2017,Qtr 4,December,11,19,White
2017,Qtr 4,December,12,9,White
2017,Qtr 4,December,13,13,White
2017,Qtr 4,December,14,7,White
2017,Qtr 4,December,15,3,White
2017,Qtr 4,December,16,3,White
2017,Qtr 4,December,18,11,White
2017,Qtr 4,December,19,5,White
2017,Qtr 4,December,20,2,White
2017,Qtr 4,December,21,14,White
2017,Qtr 4,December,22,4,White
2017,Qtr 4,December,23,3,White
2017,Qtr 4,December,26,4,White
2017,Qtr 4,December,27,6,White
2017,Qtr 4,December,28,5,White
2017,Qtr 4,December,29,11,White
2018,Qtr 1,January,2,8,White
2018,Qtr 1,January,3,11,White
2018,Qtr 1,January,4,7,White
2018,Qtr 1,January,5,9,White
2018,Qtr 1,January,8,14,White
2018,Qtr 1,January,9,9,White
2018,Qtr 1,January,10,4,White
2018,Qtr 1,January,11,6,White
2018,Qtr 1,January,12,3,White
2018,Qtr 1,January,16,8,White
2018,Qtr 1,January,17,19,White
2018,Qtr 1,January,18,6,White
2018,Qtr 1,January,19,6,White
2018,Qtr 1,January,20,2,White
2018,Qtr 1,January,22,18,White
2018,Qtr 1,January,23,7,White
2018,Qtr 1,January,24,6,White
2018,Qtr 1,January,25,9,White
2018,Qtr 1,January,26,16,White
2018,Qtr 1,January,27,2,White
2018,Qtr 1,January,29,13,White
2018,Qtr 1,January,30,15,White
2018,Qtr 1,January,31,12,White
2018,Qtr 1,February,1,9,White
2018,Qtr 1,February,2,8,White
2018,Qtr 1,February,3,3,White
2018,Qtr 1,February,5,19,White
2018,Qtr 1,February,6,11,White
2018,Qtr 1,February,7,4,White
2018,Qtr 1,February,8,14,White
2018,Qtr 1,February,9,6,White
2018,Qtr 1,February,12,10,White
2018,Qtr 1,February,13,3,White
2018,Qtr 1,February,14,12,White
2018,Qtr 1,February,15,11,White
2018,Qtr 1,February,16,13,White
2018,Qtr 1,February,19,2,White
2018,Qtr 1,February,20,11,White
2018,Qtr 1,February,21,6,White
2018,Qtr 1,February,22,18,White
2018,Qtr 1,February,23,10,White
2018,Qtr 1,February,26,7,White
2018,Qtr 1,February,27,10,White
2018,Qtr 1,February,28,14,White
2018,Qtr 1,March,1,9,White
2018,Qtr 1,March,2,4,White
2018,Qtr 1,March,4,4,White
2018,Qtr 1,March,5,12,White
2018,Qtr 1,March,6,10,White
2018,Qtr 1,March,7,14,White
2018,Qtr 1,March,8,10,White
2018,Qtr 1,March,9,10,White
2018,Qtr 1,March,10,1,White
2018,Qtr 1,March,12,32,White
2018,Qtr 1,March,13,8,White
2018,Qtr 1,March,14,13,White
2018,Qtr 1,March,15,2,White
2018,Qtr 1,March,16,4,White
2018,Qtr 1,March,18,1,White
2018,Qtr 1,March,19,14,White
2018,Qtr 1,March,20,10,White
2018,Qtr 1,March,21,8,White
2018,Qtr 1,March,22,5,White
2018,Qtr 1,March,23,2,White
2018,Qtr 1,March,25,1,White
2018,Qtr 1,March,26,7,White
2018,Qtr 1,March,27,10,White
2018,Qtr 1,March,28,9,White
2018,Qtr 1,March,29,5,White
2018,Qtr 1,March,30,2,White
2018,Qtr 2,April,1,1,White
2018,Qtr 2,April,2,11,White
2018,Qtr 2,April,3,7,White
2018,Qtr 2,April,4,12,White
2018,Qtr 2,April,5,2,White
2018,Qtr 2,April,6,15,White
2018,Qtr 2,April,8,4,White
2018,Qtr 2,April,9,27,White
2018,Qtr 2,April,10,19,White
2018,Qtr 2,April,11,16,White
2018,Qtr 2,April,12,8,White
2018,Qtr 2,April,13,3,White
2018,Qtr 2,April,14,1,White
2018,Qtr 2,April,15,3,White
2018,Qtr 2,April,16,5,White
2018,Qtr 2,April,17,7,White
2018,Qtr 2,April,18,9,White
2018,Qtr 2,April,19,9,White
2018,Qtr 2,April,20,5,White
2018,Qtr 2,April,22,1,White
2018,Qtr 2,April,23,4,White
2018,Qtr 2,April,24,2,White
2018,Qtr 2,April,25,14,White
2018,Qtr 2,April,26,3,White
2018,Qtr 2,April,27,13,White
2018,Qtr 2,April,30,13,White
2018,Qtr 2,May,1,23,White
2018,Qtr 2,May,2,17,White
2018,Qtr 2,May,3,11,White
2018,Qtr 2,May,4,7,White
2018,Qtr 2,May,5,1,White
2018,Qtr 2,May,6,3,White
2018,Qtr 2,May,7,16,White
2018,Qtr 2,May,8,19,White
2018,Qtr 2,May,9,11,White
2018,Qtr 2,May,10,9,White
2018,Qtr 2,May,11,6,White
2018,Qtr 2,May,12,1,White
2018,Qtr 2,May,13,1,White
2018,Qtr 2,May,14,14,White
2018,Qtr 2,May,15,10,White
2018,Qtr 2,May,16,11,White
2018,Qtr 2,May,17,19,White
2018,Qtr 2,May,18,5,White
2018,Qtr 2,May,20,1,White
2018,Qtr 2,May,21,6,White
2018,Qtr 2,May,22,5,White
2018,Qtr 2,May,23,11,White
2018,Qtr 2,May,24,8,White
2018,Qtr 2,May,25,4,White
2018,Qtr 2,May,29,10,White
2018,Qtr 2,May,30,12,White
2018,Qtr 2,May,31,12,White
2018,Qtr 2,June,1,5,White
2018,Qtr 2,June,4,17,White
2018,Qtr 2,June,5,13,White
2018,Qtr 2,June,6,6,White
2018,Qtr 2,June,7,15,White
2018,Qtr 2,June,8,11,White
2018,Qtr 2,June,9,1,White
2018,Qtr 2,June,11,14,White
2018,Qtr 2,June,12,12,White
2018,Qtr 2,June,13,5,White
2018,Qtr 2,June,14,9,White
2018,Qtr 2,June,15,12,White
2018,Qtr 2,June,18,15,White
2018,Qtr 2,June,19,10,White
2018,Qtr 2,June,20,8,White
2018,Qtr 2,June,21,4,White
2018,Qtr 2,June,22,13,White
2018,Qtr 2,June,23,2,White
2018,Qtr 2,June,24,1,White
2018,Qtr 2,June,25,19,White
2018,Qtr 2,June,26,14,White
2018,Qtr 2,June,27,8,White
2018,Qtr 2,June,28,4,White
2018,Qtr 2,June,29,6,White
2018,Qtr 3,July,2,14,White
2018,Qtr 3,July,3,10,White
2018,Qtr 3,July,4,2,White
2018,Qtr 3,July,5,8,White
2018,Qtr 3,July,6,6,White
2018,Qtr 3,July,8,3,White
2018,Qtr 3,July,9,6,White
2018,Qtr 3,July,10,6,White
2018,Qtr 3,July,11,6,White
2018,Qtr 3,July,12,6,White
2018,Qtr 3,July,13,7,White
2018,Qtr 3,July,15,1,White
2018,Qtr 3,July,16,5,White
2018,Qtr 3,July,17,2,White
2018,Qtr 3,July,18,16,White
2018,Qtr 3,July,19,15,White
2018,Qtr 3,July,20,10,White
2018,Qtr 3,July,21,2,White
2018,Qtr 3,July,22,1,White
2018,Qtr 3,July,23,8,White
2018,Qtr 3,July,24,6,White
2018,Qtr 3,July,25,12,White
2018,Qtr 3,July,26,15,White
2018,Qtr 3,July,27,4,White
2018,Qtr 3,July,30,10,White
2018,Qtr 3,July,31,9,White
2018,Qtr 3,August,1,7,White
2018,Qtr 3,August,2,8,White
2018,Qtr 3,August,3,16,White
2018,Qtr 3,August,6,16,White
2018,Qtr 3,August,7,18,White
2018,Qtr 3,August,8,10,White
2018,Qtr 3,August,9,10,White
2018,Qtr 3,August,10,5,White
2018,Qtr 3,August,12,3,White
2018,Qtr 3,August,13,7,White
2018,Qtr 3,August,14,13,White
2018,Qtr 3,August,15,3,White
2018,Qtr 3,August,16,15,White
2018,Qtr 3,August,17,11,White
2018,Qtr 3,August,20,10,White
2018,Qtr 3,August,21,13,White
2018,Qtr 3,August,22,8,White
2018,Qtr 3,August,23,8,White
2018,Qtr 3,August,24,4,White
2018,Qtr 3,August,27,7,White
2018,Qtr 3,August,28,21,White
2018,Qtr 3,August,29,15,White
2018,Qtr 3,August,30,19,White
2018,Qtr 3,August,31,4,White
2018,Qtr 3,September,3,1,White
2018,Qtr 3,September,4,13,White
2018,Qtr 3,September,5,11,White
2018,Qtr 3,September,6,5,White
2018,Qtr 3,September,7,9,White
2018,Qtr 3,September,9,1,White
2018,Qtr 3,September,10,9,White
2018,Qtr 3,September,11,21,White
2018,Qtr 3,September,12,10,White
2018,Qtr 3,September,13,22,White
2018,Qtr 3,September,14,7,White
2018,Qtr 3,September,16,2,White
2018,Qtr 3,September,17,13,White
2018,Qtr 3,September,18,15,White
2018,Qtr 3,September,19,9,White
2018,Qtr 3,September,20,7,White
2018,Qtr 3,September,21,5,White
2018,Qtr 3,September,24,16,White
2018,Qtr 3,September,25,12,White
2018,Qtr 3,September,26,10,White
2018,Qtr 3,September,27,8,White
2018,Qtr 3,September,28,4,White
2018,Qtr 3,September,30,2,White
2018,Qtr 4,October,1,9,White
2018,Qtr 4,October,2,11,White
2018,Qtr 4,October,3,2,White
2018,Qtr 4,October,4,14,White
2018,Qtr 4,October,5,7,White
2018,Qtr 4,October,9,6,White
2018,Qtr 4,October,10,13,White
2018,Qtr 4,October,11,9,White
2018,Qtr 4,October,12,11,White
2018,Qtr 4,October,14,2,White
2018,Qtr 4,October,15,5,White
2018,Qtr 4,October,16,14,White
2018,Qtr 4,October,17,7,White
2018,Qtr 4,October,18,3,White
2018,Qtr 4,October,19,9,White
2018,Qtr 4,October,21,3,White
2018,Qtr 4,October,22,7,White
2018,Qtr 4,October,23,7,White
2018,Qtr 4,October,24,8,White
2018,Qtr 4,October,25,10,White
2018,Qtr 4,October,26,10,White
2018,Qtr 4,October,28,1,White
2018,Qtr 4,October,29,8,White
2018,Qtr 4,October,30,25,White
2018,Qtr 4,October,31,4,White
2018,Qtr 4,November,1,4,White
2018,Qtr 4,November,2,8,White
2018,Qtr 4,November,5,10,White
2018,Qtr 4,November,6,15,White
2018,Qtr 4,November,7,8,White
2018,Qtr 4,November,8,4,White
2018,Qtr 4,November,9,4,White
2018,Qtr 4,November,13,17,White
2018,Qtr 4,November,14,19,White
2018,Qtr 4,November,15,12,White
